large (2)Cube2Timestamp;large (2)Cube2XPos;large (2)Cube2YPos;large (2)Cube2newCorr;large (2)Cube2smoothCorr
0;;;0;0
0.1900046;;;0;0
0.4908046;;;0;0
0.7926064;;;0;0
1.0944084;;;0;0
1.3957097;;;0;0
1.69701;;;0;0
1.9988123;;;0;0
2.192;-1.49078;-2.5;;
2.212;-1.558185;-2.5;;
2.213;-1.558787;-2.5;;
2.213;-1.558869;-2.5;;
2.214;-1.558997;-2.5;;
2.234;-1.623865;-2.5;;
2.235;-1.62453;-2.5;;
2.236;-1.624633;-2.5;;
2.237;-1.62466;-2.5;;
2.257;-1.691253;-2.5;;
2.258;-1.691886;-2.5;;
2.259;-1.692097;-2.5;;
2.26;-1.692097;-2.5;;
2.28;-1.759448;-2.5;;
2.28;-1.759448;-2.5;;
2.281;-1.759448;-2.5;;
2.282;-1.759448;-2.5;;
2.306;-1.792159;-2.5;;
2.307;-1.792159;-2.5;;
2.3101397;;;-0.309874543600143;-0.0774686359000358
2.306;-1.792159;-2.5;;
2.307;-1.792159;-2.5;;
2.336;-1.926566;-2.5;;
2.336;-1.926566;-2.5;;
2.337;-1.926566;-2.5;;
2.338;-1.926566;-2.5;;
2.338;-1.926566;-2.5;;
2.339;-1.926566;-2.5;;
2.34;-1.926566;-2.5;;
2.34;-1.926566;-2.5;;
2.358;-1.992984;-2.5;;
2.359;-1.993625;-2.5;;
2.359;-1.993647;-2.5;;
2.36;-1.993878;-2.5;;
2.38;-2.059473;-2.5;;
2.381;-2.060313;-2.5;;
2.381;-2.060313;-2.5;;
2.382;-2.060313;-2.5;;
2.402;-2.128251;-2.5;;
2.403;-2.128251;-2.5;;
2.404;-2.128251;-2.5;;
2.423;-2.189352;-2.5;;
2.426;-2.193676;-2.5;;
2.426;-2.193854;-2.5;;
2.428;-2.19405;-2.5;;
2.428;-2.194064;-2.5;;
2.446;-2.259781;-2.5;;
2.447;-2.260697;-2.5;;
2.448;-2.261307;-2.5;;
2.469;-2.32689;-2.5;;
2.47;-2.327736;-2.5;;
2.471;-2.328489;-2.5;;
2.472;-2.328489;-2.5;;
2.472;-2.328489;-2.5;;
2.492;-2.394504;-2.5;;
2.493;-2.395151;-2.5;;
2.494;-2.395295;-2.5;;
2.495;-2.395337;-2.5;;
2.514;-2.462245;-2.5;;
2.514;-2.462245;-2.5;;
2.515;-2.462245;-2.5;;
2.537;-2.52673;-2.5;;
2.537;-2.527311;-2.5;;
2.539;-2.529438;-2.5;;
2.54;-2.529704;-2.5;;
2.541;-2.529704;-2.5;;
2.559;-2.59627;-2.5;;
2.56;-2.59627;-2.5;;
2.561;-2.59627;-2.5;;
2.581;-2.663163;-2.5;;
2.582;-2.663755;-2.5;;
2.583;-2.663927;-2.5;;
2.583;-2.663949;-2.5;;
2.584;-2.663998;-2.5;;
2.603;-2.730154;-2.5;;
2.604;-2.730867;-2.5;;
2.605;-2.730978;-2.5;;
2.605;-2.731019;-2.5;;
2.6134461;;;0.48815726864714;0.0445706812617492
2.603;-2.730154;-2.5;;
2.604;-2.730867;-2.5;;
2.605;-2.730978;-2.5;;
2.605;-2.731019;-2.5;;
2.625;-2.797368;-2.5;;
2.626;-2.797368;-2.5;;
2.627;-2.797368;-2.5;;
2.648;-2.863608;-2.5;;
2.649;-2.864214;-2.5;;
2.65;-2.864407;-2.5;;
2.651;-2.864407;-2.5;;
2.651;-2.864407;-2.5;;
2.67;-2.93188;-2.5;;
2.671;-2.932555;-2.5;;
2.672;-2.932709;-2.5;;
2.692;-2.998777;-2.5;;
2.693;-2.999413;-2.5;;
2.694;-2.999551;-2.5;;
2.695;-2.999581;-2.5;;
2.696;-2.999589;-2.5;;
2.715;-3;-2.5;;
2.715;-3;-2.5;;
2.716;-3;-2.5;;
2.717;-3;-2.5;;
2.737;-2.93317;-2.5;;
2.738;-2.932498;-2.5;;
2.739;-2.932366;-2.5;;
2.761;-2.867658;-2.5;;
2.762;-2.866668;-2.5;;
2.763;-2.865404;-2.5;;
2.763;-2.865404;-2.5;;
2.771;-2.83261;-2.5;;
2.783;-2.79734;-2.5;;
2.784;-2.79612;-2.5;;
2.785;-2.795928;-2.5;;
2.785;-2.795854;-2.5;;
2.805;-2.731414;-2.5;;
2.806;-2.731414;-2.5;;
2.807;-2.731414;-2.5;;
2.808;-2.731414;-2.5;;
2.828;-2.664482;-2.5;;
2.829;-2.663634;-2.5;;
2.83;-2.663634;-2.5;;
2.83;-2.663634;-2.5;;
2.849;-2.597351;-2.5;;
2.872;-2.530852;-2.5;;
2.873;-2.530284;-2.5;;
2.874;-2.530124;-2.5;;
2.894;-2.463089;-2.5;;
2.895;-2.463089;-2.5;;
2.9157494;;;-0.307661245618774;-0.0323446301429443
2.917;-2.395185;-2.5;;
2.919;-2.394497;-2.5;;
2.92;-2.394439;-2.5;;
2.938;-2.328868;-2.5;;
2.939;-2.328131;-2.5;;
2.961;-2.263684;-2.5;;
2.962;-2.262477;-2.5;;
