large (1)Cube1Timestamp;large (1)Cube1XPos;large (1)Cube1YPos;large (1)Cube1newCorr;large (1)Cube1smoothCorr
0;;;0;0
0.1900046;;;0;0
0.4908046;;;0;0
0.7926064;;;0;0
1.0944084;;;0;0
1.3957097;;;0;0
1.69701;;;0;0
1.9988123;;;0;0
2.192;1.916359;0;;
2.212;1.894234;0;;
2.213;1.894032;0;;
2.213;1.894004;0;;
2.214;1.893961;0;;
2.234;1.871724;0;;
2.235;1.871496;0;;
2.236;1.871461;0;;
2.237;1.871452;0;;
2.257;1.84947;0;;
2.258;1.84926;0;;
2.259;1.849191;0;;
2.26;1.849191;0;;
2.28;1.826974;0;;
2.28;1.826974;0;;
2.281;1.826974;0;;
2.282;1.826974;0;;
2.306;1.815878;0;;
2.307;1.815878;0;;
2.3101397;;;-0.310862924969936;-0.0777157312424839
2.306;1.815878;0;;
2.307;1.815878;0;;
2.336;1.77105;0;;
2.336;1.77105;0;;
2.337;1.77105;0;;
2.338;1.77105;0;;
2.338;1.77105;0;;
2.339;1.77105;0;;
2.34;1.77105;0;;
2.34;1.77105;0;;
2.358;1.749139;0;;
2.359;1.748928;0;;
2.359;1.748921;0;;
2.36;1.748845;0;;
2.38;1.726489;0;;
2.381;1.726203;0;;
2.381;1.726203;0;;
2.382;1.726203;0;;
2.402;1.704021;0;;
2.403;1.704021;0;;
2.404;1.704021;0;;
2.423;1.683236;0;;
2.426;1.681765;0;;
2.426;1.681705;0;;
2.428;1.681638;0;;
2.428;1.681633;0;;
2.446;1.659883;0;;
2.447;1.659579;0;;
2.448;1.659377;0;;
2.469;1.637415;0;;
2.47;1.637131;0;;
2.471;1.636879;0;;
2.472;1.636879;0;;
2.472;1.636879;0;;
2.492;1.614828;0;;
2.493;1.614612;0;;
2.494;1.614564;0;;
2.495;1.61455;0;;
2.514;1.592242;0;;
2.514;1.592242;0;;
2.515;1.592242;0;;
2.537;1.570989;0;;
2.537;1.570797;0;;
2.539;1.570096;0;;
2.54;1.570008;0;;
2.541;1.570008;0;;
2.559;1.54786;0;;
2.56;1.54786;0;;
2.561;1.54786;0;;
2.581;1.525574;0;;
2.582;1.525377;0;;
2.583;1.525319;0;;
2.583;1.525312;0;;
2.584;1.525296;0;;
2.603;1.503145;0;;
2.604;1.502907;0;;
2.605;1.50287;0;;
2.605;1.502856;0;;
2.6134461;;;0.488173925924316;0.0443277502385952
2.603;1.503145;0;;
2.604;1.502907;0;;
2.605;1.50287;0;;
2.605;1.502856;0;;
2.625;1.480202;0;;
2.626;1.480202;0;;
2.627;1.480202;0;;
2.648;1.458208;0;;
2.649;1.458007;0;;
2.65;1.457943;0;;
2.651;1.457943;0;;
2.651;1.457943;0;;
2.67;1.436144;0;;
2.671;1.435925;0;;
2.672;1.435876;0;;
2.692;1.413687;0;;
2.693;1.413473;0;;
2.694;1.413427;0;;
2.695;1.413417;0;;
2.696;1.413414;0;;
2.715;1.391012;0;;
2.715;1.391012;0;;
2.716;1.391012;0;;
2.717;1.391012;0;;
2.737;1.36855;0;;
2.738;1.368325;0;;
2.739;1.36828;0;;
2.761;1.346688;0;;
2.762;1.346357;0;;
2.763;1.345935;0;;
2.763;1.345935;0;;
2.771;1.335073;0;;
2.783;1.324438;0;;
2.784;1.32407;0;;
2.785;1.324012;0;;
2.785;1.32399;0;;
2.805;1.301101;0;;
2.806;1.301101;0;;
2.807;1.301101;0;;
2.808;1.301101;0;;
2.828;1.279504;0;;
2.829;1.27923;0;;
2.83;1.27923;0;;
2.83;1.27923;0;;
2.849;1.25723;0;;
2.872;1.234469;0;;
2.873;1.234275;0;;
2.874;1.23422;0;;
2.894;1.212238;0;;
2.895;1.212238;0;;
2.9157494;;;0.496657674351351;0.168492168826433
2.917;1.189769;0;;
2.919;1.189747;0;;
2.92;1.189587;0;;
2.938;1.16784;0;;
2.939;1.167596;0;;
2.961;1.145637;0;;
2.962;1.145226;0;;
2.963;1.14516;0;;
2.983;1.123394;0;;
2.984;1.122847;0;;
2.985;1.122847;0;;
3.006;1.100845;0;;
3.007;1.100629;0;;
3.028;1.089491;0;;
3.029;1.089381;0;;
3.03;1.08936;0;;
3.072;1.042026;0;;
3.095;1.011641;0;;
3.096;1.011377;0;;
3.096;1.011332;0;;
3.097;1.011314;0;;
3.098;1.011309;0;;
3.098;1.011309;0;;
3.118;0.9888582;0;;
3.118;0.9888582;0;;
3.119;0.9888582;0;;
3.139;0.9667656;0;;
3.14;0.9665416;0;;
3.141;0.9665056;0;;
3.141;0.9665013;0;;
3.142;0.9664904;0;;
3.162;0.9441421;0;;
3.162;0.9441421;0;;
3.163;0.9441421;0;;
3.183;0.9222381;0;;
3.184;0.9220126;0;;
3.185;0.9219739;0;;
3.186;0.921968;0;;
3.206;0.9000147;0;;
3.207;0.8998045;0;;
3.208;0.899753;0;;
3.208;0.8997443;0;;
3.209;0.8997364;0;;
3.2170501;;;-0.437213762102125;0.0591887283009016
3.23;0.8776094;0;;
