timestamp;selectedObject;intendedObject;1;2;3;4;5;6;7;8;9;10
42.002211;0;0;14;0;4;0;1;0;0;0;0;0
47.4025424;9;9;0;4;0;2;0;0;0;0;14;5
55.6864885;7;7;2;0;6;0;0;13;14;2;0;0
74.1199306;12;2;9;2;0;2;3;0;0;4;0;14
85.3010586;2;2;3;14;0;3;0;1;0;6;0;0
99.1713158;4;4;0;0;14;2;9;9;0;0;0;0
105.7632841;1;1;14;0;1;0;0;0;0;0;0;0
111.6839824;8;8;5;0;0;14;0;0;0;0;1;0
118.2173179;13;13;1;0;5;0;4;14;0;0;0;0
124.785725;10;10;3;0;3;14;0;0;0;2;0;0
131.7430256;5;5;0;14;0;0;0;0;0;0;0;3
139.8319716;14;14;0;8;9;14;0;0;0;0;0;2
146.9207482;20;18;5;0;0;0;0;7;0;14;0;0
162.0374995;18;18;3;0;0;2;0;14;7;0;0;5
168.1236278;11;11;0;0;14;0;0;3;0;0;0;0
177.182138;3;17;14;3;5;12;0;2;0;1;0;1
183.707923;17;17;7;0;15;0;8;5;4;0;0;0
189.5398734;29;23;0;3;0;1;8;1;0;0;0;15
194.1360477;23;23;0;0;0;0;0;16;0;0;5;0
202.3127147;28;28;15;0;6;0;3;0;0;16;9;1
213.9505486;6;-1;16;1;14;0;0;0;3;0;2;6
