timestamp;selectionTime;selectedObject;selectedObjectSizeDegX;selectedObjectSizeDegY;intendedObject;intendedObjectSizeDegX;intendedObjectSizeDegY;correct?;trajectoryResemblanceX;trajectoryResemblanceY;distanceToIntendedObjDeg;trajectoryDiameterDeg;trajectoryCenterDeg;currentPosDeg;degPerSec;trajectoryExceedsFOV;counterThreshold;correlationThreshold;correlationAverageWindow;correlationFrequency;correlationWindow
42.002211;10.0385996;0;11.29502;10.42847;0;11.29502;10.42847;True;1;1;0;16.67349;(15.3, 19.7);(13.8, 27.3);32;False;14;0.6;900;0.08;300
47.4025424;2.3958453;9;19.20523;21.96873;9;19.20523;21.96873;True;1;1;0;35.55043;(-4.2, -13.1);(12.9, -19.1);37;False;14;0.6;900;0.08;300
55.6864885;5.2845003;7;11.36091;14.03539;7;11.36091;14.03539;True;1;1;0;27.04707;(-8.1, -8.3);(-5.8, -21.4);25;False;14;0.6;900;0.08;300
74.1199306;15.441517;12;23.18829;27.54527;2;8.060881;8.296827;False;0.9999538;0.9985899;15.2996;38.19646;(-12.7, 17.4);(-15.4, -2.9);27;False;14;0.6;900;0.08;300
85.3010586;8.1816752;2;8.199162;8.203267;2;8.199162;8.203267;True;1;1;0;13.77124;(2.9, 7.4);(-1.5, 2.1);31;False;14;0.6;900;0.08;300
99.1713158;10.8708128;4;8.319256;7.952145;4;8.319256;7.952145;True;1;1;0;13.77124;(2.9, 7.4);(9.2, 4.6);31;False;14;0.6;900;0.08;300
105.7632841;3.5895156;1;13.25557;9.253823;1;13.25557;9.253823;True;1;1;0;16.6735;(15.3, 19.7);(23.2, 18.4);32;False;14;0.6;900;0.08;300
111.6839824;2.9202502;8;6.007433;8.245193;8;6.007433;8.245193;True;1;1;0;21.37203;(9.3, -15.1);(11.3, -24.9);36;False;14;0.6;900;0.08;300
118.2173179;3.5338607;13;11.27826;11.78078;13;11.27826;11.78078;True;1;1;0;12.69087;(10.2, -4.0);(16.0, -1.7);44;False;14;0.6;900;0.08;300
124.785725;3.567951;10;8.815237;10.32681;10;8.815237;10.32681;True;1;1;0;21.38239;(2.5, 0.8);(10.2, 8.3);66;False;14;0.6;900;0.08;300
131.7430256;3.9564797;5;4.327793;5.894573;5;4.327793;5.894573;True;1;1;0;29.47952;(-6.7, -7.6);(-10.8, -21.5);54;False;14;0.6;900;0.08;300
139.8319716;5.0975138;14;17.93814;15.77446;14;17.93814;15.77446;True;1;1;0;31.67606;(9.1, 23.3);(-5.6, 29.5);84;False;14;0.6;900;0.08;300
146.9207482;4.0878277;20;18.79265;16.28941;18;15.73734;15.08459;False;0.9999191;-0.9983308;8.932269;24.88139;(18.6, 19.1);(9.9, 28.0);74;False;14;0.6;900;0.08;300
162.0374995;12.112777;18;15.73576;15.7045;18;15.73576;15.7045;True;1;1;0;14.34384;(-1.1, 24.4);(1.3, 18.5);81;False;14;0.6;900;0.08;300
168.1236278;3.086676;11;9.619392;11.24132;11;9.619392;11.24132;True;1;1;0;30.80165;(24.4, 3.3);(23.3, -15.3);83;False;14;0.6;900;0.08;300
177.182138;6.0575529;3;7.101456;8.121614;17;9.848749;10.81338;False;0.9999862;0.9986846;9.972877;13.77124;(2.9, 7.4);(8.0, 12.0);31;False;14;0.6;900;0.08;300
183.707923;3.5243344;17;9.650359;10.75949;17;9.650359;10.75949;True;1;1;0;31.97462;(12.2, 19.7);(14.6, 33.4);57;False;15;0.6;900;0.08;300
189.5398734;2.8330068;29;19.61603;19.04297;23;13.43344;13.70674;False;0.9977065;0.9988945;30.56667;24.26376;(18.4, 15.7);(27.8, 8.0);75;False;15;0.6;900;0.08;300
194.1360477;1.5972302;23;13.92222;13.77407;23;13.92222;13.77407;True;1;1;0;21.17744;(-7.7, 5.8);(-10.0, -5.0);87;False;16;0.6;900;0.08;300
202.3132154;5.1847326;28;10.80663;9.80869;28;10.80663;9.80869;True;1;1;0;20.80916;(8.2, -14.2);(-1.0, -8.9);66;False;16;0.6;900;0.08;300
