Timestamp;Name;smoothCorrel;speed;task;selected;correlationToIntendedObject
71.6984302;1;0;30;0;
71.6984302;2;0;30;0;
71.6984302;3;0;30;0;
71.6984302;4;0;30;0;
71.6984302;5;0;30;0;
71.6984302;6;0;45;0;
71.6984302;7;0;45;0;
71.6984302;8;0;45;0;
71.6984302;9;0;45;0;
71.6984302;0;0;45;0;
71.77213;1;0.03175966;30;1;
71.77213;2;0.2116212;30;1;
71.77213;3;0.2145038;30;1;
71.77213;4;0.3089494;30;1;
71.77213;5;0.1283051;30;1;
71.77213;6;-0.03168894;45;1;
71.77213;7;-0.1238425;45;1;
71.77213;8;-0.12603;45;1;
71.77213;9;-0.3090744;45;1;
71.77213;0;-0.2178374;45;1;
71.8618732;1;-0.06693715;30;1;
71.8618732;2;0.2651979;30;1;
71.8618732;3;0.2794204;30;1;
71.8618732;4;0.4399172;30;1;
71.8618732;5;0.1033306;30;1;
71.8618732;6;0.06776413;45;1;
71.8618732;7;-0.08120369;45;1;
71.8618732;8;-0.091487;45;1;
71.8618732;9;-0.4413163;45;1;
71.8618732;0;-0.296233;45;1;
71.9506127;1;-0.1187083;30;1;
71.9506127;2;0.2878248;30;1;
71.9506127;3;0.3107962;30;1;
71.9506127;4;0.5037178;30;1;
71.9506127;5;0.08967713;30;1;
71.9506127;6;0.1203087;45;1;
71.9506127;7;-0.0538593;45;1;
71.9506127;8;-0.07022516;45;1;
71.9506127;9;-0.5064102;45;1;
71.9506127;0;-0.3381601;45;1;
72.0403556;1;-0.1445669;30;1;
72.0403556;2;0.2981304;30;1;
72.0403556;3;0.3293017;30;1;
72.0403556;4;0.5361205;30;1;
72.0403556;5;0.08274879;30;1;
72.0403556;6;0.1472552;45;1;
72.0403556;7;-0.03402749;45;1;
72.0403556;8;-0.05604953;45;1;
72.0403556;9;-0.5405857;45;1;
72.0403556;0;-0.3666584;45;1;
72.1185678;1;-0.1618059;30;1;
72.1185678;2;0.3050007;30;1;
72.1185678;3;0.3416387;30;1;
72.1185678;4;0.5577223;30;1;
72.1185678;5;0.0781299;30;1;
72.1185678;6;0.1652195;45;1;
72.1185678;7;-0.02080629;45;1;
72.1185678;8;-0.04659911;45;1;
72.1185678;9;-0.5633693;45;1;
72.1185678;0;-0.3856573;45;1;
72.1967792;1;-0.1293908;30;1;
72.1967792;2;0.3811837;30;1;
72.1967792;3;0.2820013;30;1;
72.1967792;4;0.4688753;30;1;
72.1967792;5;-0.05278609;30;1;
72.1967792;6;0.01947434;45;1;
72.1967792;7;-0.1368411;45;1;
72.1967792;8;-0.02751932;45;1;
72.1967792;9;-0.3607457;45;1;
72.1967792;0;-0.2115562;45;1;
72.2860205;1;-0.1897536;30;1;
72.2860205;2;0.3605216;30;1;
72.2860205;3;0.3228633;30;1;
72.2860205;4;0.4868079;30;1;
72.2860205;5;-0.07317358;30;1;
72.2860205;6;-0.009223791;45;1;
72.2860205;7;-0.1517594;45;1;
72.2860205;8;-0.1029842;45;1;
72.2860205;9;-0.2893886;45;1;
72.2860205;0;-0.1530882;45;1;
72.3752632;1;-0.2135468;30;1;
72.3752632;2;0.3220084;30;1;
72.3752632;3;0.334173;30;1;
72.3752632;4;0.4775916;30;1;
72.3752632;5;-0.06658799;30;1;
72.3752632;6;-0.007031013;45;1;
72.3752632;7;-0.1341968;45;1;
72.3752632;8;-0.139305;45;1;
72.3752632;9;-0.2584022;45;1;
72.3752632;0;-0.1367788;45;1;
72.4534741;1;-0.2188951;30;1;
72.4534741;2;0.2905836;30;1;
72.4534741;3;0.3312076;30;1;
72.4534741;4;0.4565283;30;1;
72.4534741;5;-0.06070524;30;1;
72.4534741;6;-0.004993536;45;1;
72.4534741;7;-0.1052899;45;1;
72.4534741;8;-0.1522108;45;1;
72.4534741;9;-0.2338963;45;1;
72.4534741;0;-0.1385881;45;1;
72.5321873;1;-0.179706;30;1;
72.5321873;2;0.311074;30;1;
72.5321873;3;0.2809512;30;1;
72.5321873;4;0.3957362;30;1;
72.5321873;5;-0.1020937;30;1;
72.5321873;6;-0.05354998;45;1;
72.5321873;7;-0.1112025;45;1;
72.5321873;8;-0.1158403;45;1;
72.5321873;9;-0.1636226;45;1;
72.5321873;0;-0.1105049;45;1;
72.6098974;1;-0.1956702;30;1;
72.6098974;2;0.3794836;30;1;
72.6098974;3;0.2930981;30;1;
72.6098974;4;0.4117004;30;1;
72.6098974;5;-0.1705032;30;1;
72.6098974;6;-0.123532;45;1;
