timestamp;radius;size;depth
3.262662;1.5;0.65;2
6.5032667;2.5;0.3;2
9.1287623;0.5;0.9;16
11.6529644;2.5;0.9;16
14.4569089;0.5;0.9;2
16.0872376;1.5;0.3;6
18.4219398;0.5;0.9;6
19.7725256;2.5;0.9;6
22.2982318;1.5;0.9;16
24.2418929;2.5;0.9;2
26.5535308;2.5;0.3;6
29.1790014;0.5;0.65;6
31.0890725;2.5;0.65;6
33.4343;1.5;0.3;2
35.1879555;1.5;0.3;16
37.4334178;0.5;0.3;16
40.1701848;2.5;0.3;16
42.0692262;2.5;0.65;16
44.4254824;2.5;0.65;2
46.5591475;0.5;0.65;2
48.7710277;1.5;0.65;6
51.0275186;0.5;0.3;6
52.6463166;1.5;0.9;2
54.8140728;0.5;0.65;16
57.0700622;0.5;0.3;2
58.6006267;1.5;0.9;6
61.0355918;1.5;0.65;16
