Timestamp;SelectionTime;intendedObj;selectedObj;correct?;smoothCorrel;speed;objWidthInDeg;objHeightInDeg;radiusInDeg;distanceToIntendedDeg;correlationToIntendedObjectX;correlationToIntendedObjectY;corrThreshold;w;corrAverageWindow;corrFrequency
58.7077628;2.410742;1;1;True;0.6710949;45;11.18108;11.23991;27.55074;0;1;1;0.6;300;900;0.3
66.5046235;5.1304481;4;3;False;0.6877471;45;16.15218;15.73629;27.55073;12.31748;0.9679541;0.9886563;0.6;300;900;0.3
72.935423;1.8106888;4;5;False;0.6418949;45;16.06504;13.78149;9.34395;0.7971787;-0.9969113;0.9991387;0.6;300;900;0.3
84.9991955;10.836589;4;4;True;0.7149442;45;16.15841;14.05253;44.4512;0;1;1;0.6;300;900;0.3
89.79061;3.6324137;2;3;False;0.6441875;45;5.556546;4.444293;27.55074;13.16111;0.9903674;0.9707115;0.6;300;900;0.3
93.8551344;1.5094085;3;4;False;0.6692298;45;12.4729;9.90137;44.4512;24.53977;0.9968824;-0.9432527;0.6;300;900;0.3
98.3551339;3.3279648;2;1;False;0.6688069;45;5.76232;5.076749;44.45119;24.64489;0.9987668;-0.994328;0.6;300;900;0.3
101.4357457;1.5064001;1;1;True;0.6109629;45;11.63838;12.12902;44.45121;0;1;1;0.6;300;900;0.3
134.3119176;30.1375722;3;2;False;0.6284364;45;5.072232;4.116417;9.343939;1.227476;-0.9918089;0.9984803;0.6;300;900;0.3
139.5234218;1.5064005;3;3;True;0.6313857;45;4.987179;4.602411;27.55074;0;1;1;0.6;300;900;0.3
142.7648151;2.1124698;4;4;True;0.8359938;45;11.46625;9.890132;27.55074;0;1;1;0.6;300;900;0.3
153.5427257;4.2219501;1;1;True;0.6807039;45;5.095935;4.142487;9.343939;0;1;1;0.6;300;900;0.3
158.1130681;0.6170977;2;3;False;0.6385273;45;11.2347;9.236609;9.34395;5.437903;0.9988846;-0.995993;0.6;300;900;0.3
166.9354322;3.3190979;3;4;False;0.6372946;45;5.362346;4.691832;44.4512;13.34883;0.7617756;0.9945205;0.6;300;900;0.3
170.9815034;2.7186344;4;4;True;0.786522;45;16.14573;14.05338;44.4512;0;1;1;0.6;300;900;0.3
220.8312725;1.5220703;3;4;False;0.6639138;45;12.46994;9.910537;44.45121;24.63639;0.9978176;-0.9669971;0.6;300;900;0.3
223.5544974;1.1971757;2;3;False;0.6640633;45;11.24892;9.997812;27.55074;13.33083;0.9975951;-0.9752665;0.6;300;900;0.3
227.6649119;2.1136157;4;3;False;0.6311466;45;16.87116;14.0172;44.45121;26.93;0.9990578;-0.9964815;0.6;300;900;0.3
242.53036;1.2067107;4;5;False;0.7151496;45;5.330497;5.033839;27.55074;5.141187;-0.9829811;0.9980497;0.6;300;900;0.3
248.1383425;2.4230329;3;4;False;0.8664442;45;11.24345;9.246751;9.343945;5.229482;0.9989195;-0.9956839;0.6;300;900;0.3
251.2801778;1.5185287;1;1;True;0.6975236;45;15.96634;15.53939;27.55074;0;1;1;0.6;300;900;0.3
257.9691284;4.8270111;3;3;True;0.687484;45;4.927684;4.438617;9.343939;0;1;1;0.6;300;900;0.3
262.9493411;0.9154283;2;3;False;0.6242437;45;11.24613;9.257041;9.343945;5.091085;0.9986678;-0.9941395;0.6;300;900;0.3
266.8807732;0.9144258;4;1;False;0.7477412;45;16.38207;14.69938;27.55074;24.37256;0.869871;-0.999752;0.6;300;900;0.3
272.0820722;4.2292205;4;5;False;0.7732273;45;16.15978;13.21952;9.343945;4.900181;0.9985878;-0.9922045;0.6;300;900;0.3
275.6828826;2.7154611;2;2;True;0.8252935;45;5.620538;5.435112;44.45121;0;1;1;0.6;300;900;0.3
282.038009;3.6303969;4;5;False;0.6495326;45;16.12225;13.31162;9.34395;5.500176;0.9989029;-0.9959224;0.6;300;900;0.3
