timestamp;radius;size;depth
5.0936894;1.5;0.65;16
58.7248076;1.5;0.9;6
66.5206655;0.5;0.9;2
72.9544727;2.5;0.9;2
85.0172425;1.5;0.3;6
89.8081566;2.5;0.65;16
93.8741841;2.5;0.3;2
98.3761888;2.5;0.65;6
101.4578028;0.5;0.3;16
134.3289621;1.5;0.3;16
139.5454794;1.5;0.65;6
142.7843658;0.5;0.3;2
153.5622772;0.5;0.65;2
158.1306139;2.5;0.3;16
166.9539802;2.5;0.9;16
170.9970444;2.5;0.65;2
220.8473158;1.5;0.65;2
223.5730473;2.5;0.9;6
227.682459;1.5;0.3;2
242.5499119;0.5;0.65;16
248.1583954;1.5;0.9;16
251.2957191;0.5;0.3;6
257.986675;0.5;0.65;6
262.9698964;1.5;0.9;2
266.8988208;0.5;0.9;6
272.097113;2.5;0.3;6
275.701432;0.5;0.9;16
