timestamp;selectedObject;intendedObject;1;2;3;4;5;6;7;8;9;10
31.9737528;2;2;15;0;0;0;0;0;0
53.7147541;5;5;15;6;4;0;0;8;9;3;0;0
63.7086851;23;13;0;0;10;0;0;2;0;15;0;8
69.427249;13;13;0;0;15;0;3;0;0;0;0;0
78.5006664;21;21;0;4;0;0;15;0;3;0;0;5
84.5693528;26;26;0;0;0;0;0;0;0;15;6;0
91.1085707;15;15;0;0;15;0;0;0;5;0;5;0
95.098576;28;29;0;0;0;0;0;0;0;14;0;0
100.5083199;29;29;0;0;0;1;0;6;0;16;0;3
108.2943313;27;27;0;0;0;0;0;12;16;0;0;3
114.5267409;24;24;0;3;0;0;16;3;0;6;0;0
121.4860646;33;33;0;0;0;0;0;0;1;3;16;0
130.4797439;11;11;16;0;1;8;0;9;0;11;0;0
138.6026347;31;31;0;0;0;6;0;16;12;0;6;0
194.0368786;25;12;14;1;11;16;1;6;2;15;1;7
