circular (2)Cube7Timestamp;circular (2)Cube7XPos;circular (2)Cube7YPos;circular (2)Cube7newCorr;circular (2)Cube7smoothCorr
0;;;0;0
0.3905353;;;0;0
0.6988537;;;0;0
1.000152;;;0;0
1.3019521;;;0;0
1.603251;;;0;0
1.9050511;;;0;0
2.199;2.718239;1.269322;;
2.2063499;;;0;0
2.238;2.684062;1.340079;;
2.238;2.684062;1.340079;;
2.259;2.659874;1.38747;;
2.26;2.659874;1.38747;;
2.281;2.63517;1.433834;;
2.282;2.63517;1.433834;;
2.302;2.602727;1.491915;;
2.303;2.602727;1.491915;;
2.323;2.583439;1.525065;;
2.324;2.583238;1.525411;;
2.325;2.58321;1.525459;;
2.345;2.556397;1.569968;;
2.346;2.55613;1.570412;;
2.346;2.556084;1.570487;;
2.348;2.556061;1.570527;;
2.348;2.556061;1.570527;;
2.348;2.556061;1.570527;;
2.368;2.528373;1.614713;;
2.369;2.528026;1.615266;;
2.398;2.4999;1.658441;;
2.399;2.487554;1.676888;;
2.401;2.485142;1.68049;;
2.413;2.470188;1.702396;;
2.413;2.469867;1.702868;;
2.414;2.469867;1.702868;;
2.415;2.469867;1.702868;;
2.415;2.469867;1.702868;;
2.416;2.469867;1.702868;;
2.435;2.451208;1.729614;;
2.436;2.441614;1.743119;;
2.457;2.401094;1.798524;;
2.458;2.400617;1.799177;;
2.459;2.400617;1.799177;;
2.459;2.400617;1.799177;;
2.46;2.400617;1.799177;;
2.461;2.400617;1.799177;;
2.48;2.376499;1.830915;;
2.481;2.376499;1.830915;;
2.482;2.376499;1.830915;;
2.502;2.34583;1.870023;;
2.502;2.345437;1.870524;;
2.504;2.34467;1.871503;;
2.5086518;;;0.0415379037273875;0.0138459679091292
2.502;2.34583;1.870023;;
2.502;2.345437;1.870524;;
2.504;2.34467;1.871503;;
2.525;2.311591;1.91221;;
2.525;2.311591;1.91221;;
2.526;2.311591;1.91221;;
2.527;2.311591;1.91221;;
2.527;2.311591;1.91221;;
2.528;2.311591;1.91221;;
2.547;2.274399;1.9563;;
2.548;2.274399;1.9563;;
2.548;2.274399;1.9563;;
2.569;2.243328;1.991847;;
2.57;2.243072;1.99214;;
2.571;2.242958;1.99227;;
2.571;2.242958;1.99227;;
2.572;2.242958;1.99227;;
2.591;2.225636;2.0116;;
2.592;2.22547;2.011786;;
2.614;2.160754;2.081115;;
2.614;2.160439;2.081451;;
2.615;2.160081;2.081836;;
2.616;2.160005;2.081917;;
2.636;2.134526;2.108032;;
2.637;2.134526;2.108032;;
2.638;2.134526;2.108032;;
2.638;2.134526;2.108032;;
2.658;2.097579;2.14479;;
2.659;2.097232;2.145136;;
2.66;2.097149;2.145219;;
2.66;2.097135;2.145233;;
2.68;2.059578;2.181308;;
2.681;2.059188;2.181683;;
2.682;2.059132;2.181736;;
2.682;2.059123;2.181745;;
2.683;2.059118;2.18175;;
2.703;2.02088;2.217208;;
2.703;2.020579;2.217487;;
2.745;1.962052;2.269431;;
2.746;1.961771;2.26968;;
2.747;1.961716;2.269728;;
2.748;1.961706;2.269738;;
2.749;1.961703;2.26974;;
2.75;1.961703;2.26974;;
2.75;1.958791;2.272234;;
2.751;1.944821;2.284201;;
2.752;1.942522;2.28617;;
2.771;1.88882;2.330728;;
2.792;1.861062;2.352963;;
2.793;1.860791;2.353179;;
2.794;1.860749;2.353214;;
2.795;1.860737;2.353223;;
2.8099509;;;-0.890473162364427;-0.28297841954568
2.837;1.776949;2.41711;;
2.838;1.776533;2.417421;;
2.86;1.733376;2.448545;;
2.861;1.732994;2.448821;;
2.861;1.732929;2.448868;;
2.881;1.69198;2.477326;;
2.882;1.691393;2.477733;;
2.903;1.669432;2.492585;;
2.904;1.669066;2.492833;;
2.906;1.668947;2.492913;;
2.927;1.590824;2.543437;;
2.928;1.589311;2.544415;;
2.929;1.589059;2.544578;;
2.95;1.558328;2.563513;;
2.972;1.513184;2.590413;;
2.972;1.513005;2.59052;;
2.973;1.512661;2.590725;;
2.973;1.512661;2.590725;;
2.974;1.512661;2.590725;;
2.995;1.467693;2.616457;;
2.996;1.467293;2.616686;;
3.016;1.421462;2.641858;;
3.017;1.420894;2.642169;;
3.018;1.420894;2.642169;;
3.018;1.420894;2.642169;;
3.019;1.420894;2.642169;;
3.019;1.420894;2.642169;;
3.039;1.374623;2.666529;;
3.039;1.3743;2.666699;;
3.081;1.327554;2.690276;;
3.082;1.327319;2.690394;;
3.083;1.327283;2.690412;;
3.084;1.327278;2.690415;;
3.085;1.327277;2.690415;;
3.086;1.327277;2.690415;;
3.087;1.327277;2.690415;;
3.087;1.327277;2.690415;;
3.106;1.327277;2.690415;;
3.107;1.327277;2.690415;;
3.128;1.327277;2.690415;;
3.1358151;;;-0.0655054131619567;-0.304813557266332
3.128;1.327277;2.690415;;
3.151;1.303626;2.701953;;
3.152;1.30344;2.702044;;
3.153;1.303386;2.70207;;
3.153;1.303379;2.702074;;
3.175;1.061196;2.805897;;
3.175;1.058394;2.807098;;
3.176;1.058394;2.807098;;
3.177;1.058394;2.807098;;
3.197;1.036803;2.815145;;
3.197;1.036803;2.815145;;
3.198;1.036803;2.815145;;
3.198;1.036803;2.815145;;
3.199;1.036803;2.815145;;
3.218;0.988077;2.832608;;
3.219;0.9875471;2.832798;;
3.22;0.9874606;2.832829;;
3.24;0.9249336;2.853847;;
3.24;0.9244778;2.854;;
3.241;0.9241961;2.854095;;
3.242;0.9241557;2.854109;;
3.242;0.9241487;2.854111;;
3.261;0.8879496;2.865576;;
3.262;0.8875529;2.865702;;
3.263;0.8874973;2.86572;;
