circularCube3Timestamp;circularCube3XPos;circularCube3YPos;circularCube3newCorr;circularCube3smoothCorr
0;;;0;0
0.3905353;;;0;0
0.6988537;;;0;0
1.000152;;;0;0
1.3019521;;;0;0
1.603251;;;0;0
1.9050511;;;0;0
2.199;-0.2448103;-1.98496;;
2.2063499;;;0;0
2.238;-0.2967132;-1.977868;;
2.238;-0.2967132;-1.977868;;
2.259;-0.331744;-1.972295;;
2.26;-0.331744;-1.972295;;
2.281;-0.3662303;-1.966183;;
2.282;-0.3662303;-1.966183;;
2.302;-0.4097395;-1.957579;;
2.303;-0.4097395;-1.957579;;
2.323;-0.4347309;-1.952178;;
2.324;-0.4349919;-1.952122;;
2.325;-0.4350283;-1.952114;;
2.345;-0.4687722;-1.944283;;
2.346;-0.4691089;-1.944205;;
2.346;-0.4691657;-1.944192;;
2.348;-0.4691958;-1.944185;;
2.348;-0.4691958;-1.944185;;
2.348;-0.4691958;-1.944185;;
2.368;-0.5029156;-1.935733;;
2.369;-0.5033373;-1.935627;;
2.398;-0.5365066;-1.926689;;
2.399;-0.537218;-1.926497;;
2.401;-0.5517092;-1.922389;;
2.413;-0.5704584;-1.916916;;
2.413;-0.5708621;-1.916798;;
2.414;-0.5708621;-1.916798;;
2.415;-0.5708621;-1.916798;;
2.415;-0.5708621;-1.916798;;
2.416;-0.5708621;-1.916798;;
2.435;-0.5916642;-1.910478;;
2.436;-0.6022031;-1.907177;;
2.457;-0.6456795;-1.892901;;
2.458;-0.6461918;-1.892732;;
2.459;-0.6461918;-1.892732;;
2.459;-0.6461918;-1.892732;;
2.46;-0.6461918;-1.892732;;
2.461;-0.6461918;-1.892732;;
2.48;-0.6712834;-1.883979;;
2.481;-0.6712834;-1.883979;;
2.482;-0.6712834;-1.883979;;
2.502;-0.7023979;-1.872591;;
2.502;-0.7027964;-1.872445;;
2.504;-0.7035746;-1.87216;;
2.5086518;;;0.00124962354318847;0.000416541181062824
2.502;-0.7023979;-1.872591;;
2.502;-0.7027964;-1.872445;;
2.504;-0.7035746;-1.87216;;
2.525;-0.7361992;-1.859573;;
2.525;-0.7361992;-1.859573;;
2.526;-0.7361992;-1.859573;;
2.527;-0.7361992;-1.859573;;
2.527;-0.7361992;-1.859573;;
2.528;-0.7361992;-1.859573;;
2.547;-0.7718158;-1.845075;;
2.548;-0.7718158;-1.845075;;
2.548;-0.7718158;-1.845075;;
2.569;-0.8007554;-1.832697;;
2.57;-0.8009938;-1.832595;;
2.571;-0.8010999;-1.83255;;
2.571;-0.8010999;-1.83255;;
2.572;-0.8010999;-1.83255;;
2.591;-0.8169242;-1.825549;;
2.592;-0.8170759;-1.825482;;
2.614;-0.8743654;-1.798733;;
2.614;-0.8746438;-1.798603;;
2.615;-0.8749611;-1.798454;;
2.616;-0.8750283;-1.798423;;
2.636;-0.8968351;-1.787648;;
2.637;-0.8968351;-1.787648;;
2.638;-0.8968351;-1.787648;;
2.638;-0.8968351;-1.787648;;
2.658;-0.9277529;-1.771796;;
2.659;-0.9280436;-1.771647;;
2.66;-0.928113;-1.771611;;
2.66;-0.9281249;-1.771605;;
2.68;-0.958735;-1.755224;;
2.681;-0.959053;-1.755054;;
2.682;-0.9590984;-1.75503;;
2.682;-0.9591062;-1.755026;;
2.683;-0.9591104;-1.755023;;
2.703;-0.9894695;-1.738084;;
2.703;-0.9897082;-1.737951;;
2.745;-1.0347;-1.711543;;
2.746;-1.034916;-1.711416;;
2.747;-1.034958;-1.711392;;
2.748;-1.034966;-1.711387;;
2.749;-1.034968;-1.711386;;
2.75;-1.034968;-1.711386;;
2.75;-1.037149;-1.710053;;
2.751;-1.047615;-1.703661;;
2.752;-1.049336;-1.702609;;
2.771;-1.088651;-1.677739;;
2.792;-1.108467;-1.66472;;
2.793;-1.10866;-1.664593;;
2.794;-1.108691;-1.664573;;
2.795;-1.108699;-1.664568;;
2.8099509;;;-0.895202299120411;-0.297984225192408
2.837;-1.166467;-1.624604;;
2.838;-1.16675;-1.624405;;
2.86;-1.195375;-1.603454;;
2.861;-1.195628;-1.603268;;
2.861;-1.195672;-1.603236;;
2.881;-1.222151;-1.583136;;
2.882;-1.22253;-1.582848;;
2.903;-1.236471;-1.571984;;
2.904;-1.236704;-1.571802;;
2.906;-1.236779;-1.571744;;
2.927;-1.284907;-1.532619;;
2.928;-1.285839;-1.531861;;
2.929;-1.285994;-1.531735;;
2.95;-1.30433;-1.516151;;
2.972;-1.330687;-1.49307;;
2.972;-1.330791;-1.492979;;
2.973;-1.330992;-1.492803;;
2.973;-1.330992;-1.492803;;
2.974;-1.330992;-1.492803;;
2.995;-1.356571;-1.469592;;
2.996;-1.356799;-1.469386;;
3.016;-1.3822;-1.445513;;
3.017;-1.382515;-1.445217;;
3.018;-1.382515;-1.445217;;
3.018;-1.382515;-1.445217;;
3.019;-1.382515;-1.445217;;
3.019;-1.382515;-1.445217;;
3.039;-1.407492;-1.420898;;
3.039;-1.407667;-1.420728;;
3.081;-1.432245;-1.395946;;
3.082;-1.432369;-1.395822;;
3.083;-1.432387;-1.395803;;
3.084;-1.43239;-1.3958;;
3.085;-1.432391;-1.3958;;
3.086;-1.432391;-1.3958;;
3.087;-1.432391;-1.3958;;
3.087;-1.432391;-1.3958;;
3.106;-1.432391;-1.3958;;
3.107;-1.432391;-1.3958;;
3.128;-1.432391;-1.3958;;
3.1358151;;;-0.0758302878985426;-0.323260987825255
3.128;-1.432391;-1.3958;;
3.151;-1.444579;-1.383181;;
3.152;-1.444674;-1.383082;;
3.152;-1.444686;-1.383069;;
3.153;-1.444709;-1.383046;;
