circular (1)Cube2Timestamp;circular (1)Cube2XPos;circular (1)Cube2YPos;circular (1)Cube2newCorr;circular (1)Cube2smoothCorr
0;;;0;0
0.4406682;;;0;0
0.7469808;;;0;0
1.0482796;;;0;0
1.3495784;;;0;0
1.6513783;;;0;0
1.9531789;;;0;0
2.2549788;;;0;0
2.293;1.425646;-1.402688;;
2.311;1.450048;-1.377441;;
2.312;1.450329;-1.37715;;
2.313;1.450369;-1.377109;;
2.334;1.477763;-1.347656;;
2.335;1.478315;-1.347062;;
2.356;1.497136;-1.326113;;
2.358;1.497324;-1.325903;;
2.358;1.497324;-1.325903;;
2.359;1.497345;-1.32588;;
2.379;1.519711;-1.300168;;
2.38;1.520068;-1.299756;;
2.381;1.520458;-1.299309;;
2.401;1.542606;-1.27293;;
2.402;1.542882;-1.272601;;
2.424;1.564953;-1.245355;;
2.425;1.565139;-1.245125;;
2.444;1.575974;-1.231382;;
2.446;1.585382;-1.219234;;
2.446;1.586042;-1.218382;;
2.467;1.607578;-1.189822;;
2.475;1.607824;-1.189496;;
2.477;1.607831;-1.189487;;
2.478;1.607832;-1.189486;;
2.491;1.618168;-1.175383;;
2.492;1.629712;-1.159249;;
2.493;1.632578;-1.155244;;
2.494;1.634404;-1.152691;;
2.513;1.648416;-1.132571;;
2.514;1.648534;-1.132401;;
2.516;1.648591;-1.13232;;
2.536;1.668183;-1.103245;;
2.537;1.668379;-1.102955;;
2.538;1.668419;-1.102895;;
2.539;1.668429;-1.10288;;
2.5562779;;;0.446789807768644;0.148929935922881
2.56;1.687308;-1.073773;;
2.58;1.706076;-1.043691;;
2.581;1.70624;-1.043427;;
2.581;1.706259;-1.043397;;
2.582;1.7063;-1.043331;;
2.604;1.723946;-1.013902;;
2.605;1.72411;-1.013628;;
2.606;1.724136;-1.013585;;
2.606;1.724146;-1.013569;;
2.624;1.741538;-0.983385;;
2.625;1.741538;-0.983385;;
2.626;1.741538;-0.983385;;
2.626;1.741538;-0.983385;;
2.649;1.762348;-0.9455729;;
2.65;1.762522;-0.945258;;
2.651;1.762564;-0.9451811;;
2.671;1.774784;-0.9220271;;
2.672;1.774902;-0.9218021;;
2.673;1.774938;-0.9217345;;
2.674;1.774938;-0.9217345;;
2.674;1.774938;-0.9217345;;
