circular (1)Cube2Timestamp;circular (1)Cube2XPos;circular (1)Cube2YPos;circular (1)Cube2newCorr;circular (1)Cube2smoothCorr
0;;;0;0
0.3905353;;;0;0
0.6988537;;;0;0
1.000152;;;0;0
1.3019521;;;0;0
1.603251;;;0;0
1.9050511;;;0;0
2.199;2.066673;-2.174595;;
2.2063499;;;0;0
2.238;2.122896;-2.119743;;
2.238;2.122896;-2.119743;;
2.259;2.160082;-2.081837;;
2.26;2.160082;-2.081837;;
2.281;2.197631;-2.042161;;
2.282;2.197631;-2.042161;;
2.302;2.231571;-2.005016;;
2.303;2.231571;-2.005016;;
2.323;2.265935;-1.966089;;
2.324;2.266294;-1.965682;;
2.325;2.266344;-1.965625;;
2.345;2.300058;-1.926058;;
2.346;2.300394;-1.925663;;
2.346;2.300451;-1.925597;;
2.348;2.300481;-1.925561;;
2.348;2.300481;-1.925561;;
2.348;2.300481;-1.925561;;
2.368;2.334064;-1.884704;;
2.369;2.334484;-1.884193;;
2.398;2.365786;-1.84472;;
2.399;2.366457;-1.843873;;
2.401;2.380565;-1.825603;;
2.413;2.402217;-1.797033;;
2.413;2.402683;-1.796417;;
2.414;2.402683;-1.796417;;
2.415;2.402683;-1.796417;;
2.415;2.402683;-1.796417;;
2.416;2.402683;-1.796417;;
2.435;2.414201;-1.780908;;
2.436;2.427276;-1.763017;;
2.457;2.459579;-1.717683;;
2.458;2.45996;-1.717148;;
2.459;2.45996;-1.717148;;
2.459;2.45996;-1.717148;;
2.46;2.45996;-1.717148;;
2.461;2.45996;-1.717148;;
2.48;2.489883;-1.673464;;
2.481;2.489883;-1.673464;;
2.482;2.489883;-1.673464;;
2.502;2.517832;-1.63108;;
2.502;2.51819;-1.630538;;
2.504;2.518889;-1.629478;;
2.5086518;;;0.782563468233279;0.260854489411093
2.502;2.517832;-1.63108;;
2.502;2.51819;-1.630538;;
2.504;2.518889;-1.629478;;
2.525;2.5474;-1.584536;;
2.525;2.5474;-1.584536;;
2.526;2.5474;-1.584536;;
2.527;2.5474;-1.584536;;
2.527;2.5474;-1.584536;;
2.528;2.5474;-1.584536;;
2.547;2.574533;-1.540058;;
2.548;2.574533;-1.540058;;
2.548;2.574533;-1.540058;;
2.569;2.600768;-1.495317;;
2.57;2.600984;-1.494949;;
2.571;2.60108;-1.494785;;
2.571;2.60108;-1.494785;;
2.572;2.60108;-1.494785;;
2.591;2.614365;-1.471423;;
2.592;2.614493;-1.471199;;
2.614;2.651612;-1.40317;;
2.614;2.651792;-1.402839;;
2.615;2.651998;-1.402462;;
2.616;2.652041;-1.402382;;
2.636;2.676643;-1.354836;;
2.637;2.676643;-1.354836;;
2.638;2.676643;-1.354836;;
2.638;2.676643;-1.354836;;
2.658;2.699463;-1.308766;;
2.659;2.699677;-1.308332;;
2.66;2.699729;-1.308229;;
2.66;2.699738;-1.308211;;
2.68;2.722231;-1.260725;;
2.681;2.722464;-1.260231;;
2.682;2.722497;-1.260161;;
2.682;2.722503;-1.260149;;
2.683;2.722506;-1.260142;;
2.703;2.744277;-1.211985;;
2.703;2.744448;-1.211607;;
2.745;2.774901;-1.140127;;
2.746;2.775047;-1.139784;;
2.747;2.775075;-1.139717;;
2.748;2.775081;-1.139704;;
2.749;2.775082;-1.139701;;
2.75;2.775082;-1.139701;;
2.75;2.776803;-1.135446;;
2.751;2.78506;-1.115033;;
2.752;2.786418;-1.111675;;
2.771;2.805002;-1.063921;;
2.792;2.822131;-1.017619;;
2.793;2.822298;-1.017168;;
2.794;2.822324;-1.017097;;
2.795;2.822331;-1.017078;;
2.8099509;;;-0.0131713193433027;0.256464049629992
2.837;2.861016;-0.9025155;;
2.838;2.861226;-0.9018757;;
2.86;2.871839;-0.8674832;;
2.861;2.871933;-0.867179;;
2.861;2.871949;-0.8671266;;
2.881;2.88628;-0.8181217;;
2.882;2.886485;-0.8174197;;
2.903;2.893569;-0.7919873;;
2.904;2.893687;-0.791563;;
2.906;2.893725;-0.7914261;;
2.927;2.913181;-0.716401;;
2.928;2.913558;-0.7149482;;
2.929;2.91362;-0.7147066;;
2.95;2.925629;-0.663821;;
2.972;2.936816;-0.6124393;;
2.972;2.93686;-0.6122352;;
2.973;2.936945;-0.6118438;;
2.973;2.936945;-0.6118438;;
2.974;2.936945;-0.6118438;;
2.995;2.947083;-0.5609556;;
2.996;2.947173;-0.5605029;;
3.016;2.956404;-0.5095506;;
3.017;2.956518;-0.5089196;;
3.018;2.956518;-0.5089196;;
3.018;2.956518;-0.5089196;;
3.019;2.956518;-0.5089196;;
3.019;2.956518;-0.5089196;;
3.039;2.964929;-0.4573399;;
3.039;2.964988;-0.4569798;;
3.081;2.972549;-0.4048914;;
3.082;2.972587;-0.4046293;;
3.083;2.972593;-0.4045901;;
3.084;2.972593;-0.4045842;;
3.085;2.972594;-0.4045834;;
3.086;2.972594;-0.4045832;;
3.087;2.972594;-0.4045832;;
3.087;2.972594;-0.4045832;;
3.106;2.972594;-0.4045832;;
3.107;2.972594;-0.4045832;;
3.128;2.972594;-0.4045832;;
3.1358151;;;-0.871599327724567;-0.0340690596115302
3.128;2.972594;-0.4045832;;
3.151;2.979982;-0.345931;;
3.152;2.98004;-0.3454706;;
3.152;2.980047;-0.3454133;;
3.153;2.980061;-0.3453048;;
3.175;2.997092;-0.1299942;;
3.175;2.997289;-0.1275036;;
3.176;2.997289;-0.1275036;;
3.177;2.997289;-0.1275036;;
3.197;2.998646;-0.09011715;;
3.197;2.998646;-0.09011715;;
3.198;2.998646;-0.09011715;;
3.198;2.998646;-0.09011715;;
3.199;2.998646;-0.09011715;;
