circularCube5Timestamp;circularCube5XPos;circularCube5YPos;circularCube5newCorr;circularCube5smoothCorr
0;;;0;0
0.4406682;;;0;0
0.7469808;;;0;0
1.0482796;;;0;0
1.3495784;;;0;0
1.6513783;;;0;0
1.9531789;;;0;0
2.2549788;;;0;0
2.293;1.414191;1.414236;;
2.311;1.437677;1.390349;;
2.312;1.437948;1.390073;;
2.313;1.437987;1.390034;;
2.334;1.461657;1.365112;;
2.335;1.462134;1.36461;;
2.356;1.485531;1.339098;;
2.358;1.485765;1.338844;;
2.358;1.485765;1.338843;;
2.359;1.485791;1.338815;;
2.379;1.508328;1.313355;;
2.38;1.508689;1.312948;;
2.381;1.509081;1.312505;;
2.401;1.531563;1.286196;;
2.402;1.531843;1.285868;;
2.424;1.553766;1.259284;;
2.425;1.553951;1.25906;;
2.444;1.565063;1.24522;;
2.446;1.57472;1.232973;;
2.446;1.575397;1.232114;;
2.467;1.597082;1.203874;;
2.475;1.597329;1.203552;;
2.477;1.597337;1.203543;;
2.478;1.597337;1.203542;;
2.491;1.607631;1.189754;;
2.492;1.615024;1.179671;;
2.493;1.61686;1.177168;;
2.494;1.61803;1.175572;;
2.513;1.639986;1.14474;;
2.514;1.640171;1.144479;;
2.516;1.64026;1.144354;;
2.536;1.658201;1.118194;;
2.537;1.65838;1.117933;;
2.538;1.658416;1.11788;;
2.539;1.658426;1.117866;;
2.5562779;;;-0.0140041986213084;-0.00466806620710281
2.56;1.677865;1.088469;;
2.58;1.69644;1.05928;;
2.581;1.696603;1.059024;;
2.581;1.696622;1.058995;;
2.582;1.696663;1.058931;;
2.604;1.715214;1.028604;;
2.605;1.715387;1.028322;;
2.606;1.715414;1.028277;;
2.606;1.715424;1.02826;;
2.624;1.732885;0.9985545;;
2.625;1.732885;0.9985545;;
2.626;1.732885;0.9985545;;
2.626;1.732885;0.9985545;;
2.649;1.749978;0.9682792;;
2.65;1.75012;0.9680271;;
2.651;1.750155;0.9679655;;
2.671;1.766921;0.9370036;;
2.672;1.767084;0.9367027;;
2.673;1.767133;0.9366124;;
2.674;1.767133;0.9366124;;
2.674;1.767133;0.9366124;;
2.693;1.783039;0.9059644;;
2.694;1.783039;0.9059644;;
2.695;1.783039;0.9059644;;
2.696;1.783039;0.9059644;;
