circular (2)Cube7Timestamp;circular (2)Cube7XPos;circular (2)Cube7YPos;circular (2)Cube7newCorr;circular (2)Cube7smoothCorr
0;;;0;0
0.4406682;;;0;0
0.7469808;;;0;0
1.0482796;;;0;0
1.3495784;;;0;0
1.6513783;;;0;0
1.9531789;;;0;0
2.2549788;;;0;0
2.293;1.782028;0.9079525;;
2.311;1.766567;0.9376708;;
2.312;1.766388;0.938014;;
2.313;1.766363;0.9380625;;
2.334;1.749976;0.968275;;
2.335;1.749646;0.9688839;;
2.356;1.732613;0.9990194;;
2.358;1.732442;0.9993204;;
2.358;1.732442;0.9993209;;
2.359;1.732423;0.9993541;;
2.379;1.715174;1.028656;;
2.38;1.714899;1.029125;;
2.381;1.714598;1.029635;;
2.401;1.696524;1.059147;;
2.402;1.696299;1.059514;;
2.424;1.677791;1.088579;;
2.425;1.677634;1.088825;;
2.444;1.667906;1.103669;;
2.446;1.659242;1.116638;;
2.446;1.658635;1.117547;;
2.467;1.638478;1.146898;;
2.475;1.638248;1.147233;;
2.477;1.638242;1.147242;;
2.478;1.638241;1.147243;;
2.491;1.628309;1.161294;;
2.492;1.621004;1.171441;;
2.493;1.61919;1.17396;;
2.494;1.618034;1.175566;;
2.513;1.595495;1.205975;;
2.514;1.595305;1.206231;;
2.516;1.595214;1.206355;;
2.536;1.575878;1.231501;;
2.537;1.575685;1.231752;;
2.538;1.575646;1.231804;;
2.539;1.575636;1.231817;;
2.5562779;;;0.0384022033568234;0.0128007344522745
2.56;1.553684;1.259389;;
2.58;1.531664;1.286075;;
2.581;1.531471;1.286309;;
2.581;1.531449;1.286336;;
2.582;1.531401;1.286395;;
2.604;1.508291;1.31341;;
2.605;1.508076;1.313661;;
2.606;1.508042;1.3137;;
2.606;1.508029;1.313715;;
2.624;1.485173;1.339501;;
2.625;1.485173;1.339501;;
2.626;1.485173;1.339501;;
2.626;1.485173;1.339501;;
2.649;1.461661;1.365113;;
2.65;1.461465;1.365326;;
2.651;1.461418;1.365378;;
2.671;1.437152;1.390891;;
2.672;1.436916;1.391139;;
2.673;1.436845;1.391214;;
2.674;1.436845;1.391214;;
2.674;1.436845;1.391214;;
2.693;1.412613;1.415812;;
2.694;1.412613;1.415812;;
2.695;1.412613;1.415812;;
