timestamp;radius;size;depth
1.6238292;0.5;0.9;2
8.3231756;0.5;0.9;6
10.3011858;2.5;0.9;16
12.4118133;0.5;0.65;16
13.7634174;1.5;0.9;16
16.24353;2.5;0.3;16
18.0864438;1.5;0.65;2
19.7949999;0.5;0.65;6
21.2579;2.5;0.65;2
22.6882144;1.5;0.65;16
24.5983067;1.5;0.9;6
26.5530284;0.5;0.65;2
28.7428754;0.5;0.9;16
31.1437774;2.5;0.9;6
33.1656681;2.5;0.65;6
35.0316436;2.5;0.65;16
36.9071439;0.5;0.3;6
40.6496225;2.5;0.3;2
43.1182046;2.5;0.9;2
45.7978455;1.5;0.9;2
47.6984251;0.5;0.3;2
49.708786;1.5;0.3;2
51.3286051;2.5;0.3;6
54.8359829;0.5;0.3;16
57.2263561;1.5;0.3;6
59.1921048;1.5;0.3;16
61.0801393;1.5;0.65;6
