timestamp;selectionTime;selectedObject;selectedObjectSizeDegX;selectedObjectSizeDegY;intendedObject;intendedObjectSizeDegX;intendedObjectSizeDegY;correct?;trajectoryResemblanceX;trajectoryResemblanceY;distanceToIntendedObjDeg;trajectoryDiameterDeg;trajectoryCenterDeg;currentPosDeg;degPerSec;trajectoryExceedsFOV;counterThreshold;correlationThreshold;correlationAverageWindow;correlationFrequency;correlationWindow
52.3045734;16.0408765;8;12.83785;14.58957;8;12.83785;14.58957;True;1;1;0;13.68822;(-14.8, -12.7);(-9.8, -7.9);25;False;15;0.6;900;0.08;300
60.4784008;5.1843204;22;15.89223;13.76431;19;15.76885;14.54554;False;-0.9999827;0.9999605;0.8451953;23.79456;(16.5, 6.0);(8.5, -3.8);73;False;15;0.6;900;0.08;300
72.3209785;8.8390711;19;16.49566;15.33483;19;16.49566;15.33483;True;1;1;0;23.4095;(2.0, -21.7);(-9.4, -19.1);80;False;18;0.6;900;0.08;300
82.6345633;7.3130624;14;9.220089;9.372677;14;9.220089;9.372677;True;1;1;0;9.76246;(9.5, 9.6);(13.2, 12.6);82;False;18;0.6;900;0.08;300
91.8549406;6.222886;15;11.3674;16.0791;15;11.3674;16.0791;True;1;1;0;18.26383;(-0.3, -9.4);(4.7, -16.6);85;False;18;0.6;900;0.08;300
111.6132429;16.765825;12;14.80632;13.68068;12;14.80632;13.68068;True;1;1;0;24.59241;(-14.5, -5.8);(-7.5, -16.2);33;False;18;0.6;900;0.08;300
117.9721949;3.3765014;20;9.044044;8.259351;20;9.044044;8.259351;True;1;1;0;20.90568;(-15.8, -0.1);(-23.6, -7.0);85;False;18;0.6;900;0.08;300
139.3858046;18.4111059;21;18.59458;19.34925;21;18.59458;19.34925;True;1;1;0;9.361803;(14.1, 4.5);(10.2, 1.7);40;False;18;0.6;900;0.08;300
155.4050259;13.0322495;10;11.36196;12.06738;10;11.36196;12.06738;True;1;1;0;17.00994;(5.0, -9.7);(-3.7, -9.7);62;False;18;0.6;900;0.08;300
168.0238602;9.6183261;23;19.14008;13.1816;23;19.14008;13.1816;True;1;1;0;28.35305;(0.9, 19.9);(9.6, 9.3);33;False;18;0.6;900;0.08;300
183.8997723;12.8834345;26;6.408444;5.126505;26;6.408444;5.126505;True;1;1;0;24.07718;(12.1, -6.1);(0.0, -2.7);63;False;18;0.6;900;0.08;300
203.7858084;16.8965664;25;10.16162;9.821269;25;10.16162;9.821269;True;1;1;0;29.88836;(6.8, -3.0);(21.3, -2.7);32;False;18;0.6;900;0.08;300
