timestamp;selectedObject;intendedObject;1;2;3;4;5;6;7;8;9;10
52.3045734;8;8;15;3;1;0;0;0;0;0;0;0
60.4784008;22;19;0;6;3;0;0;14;0;3;15;0
72.3209785;19;19;14;5;0;0;0;18;0;0;13;0
82.6345633;14;14;2;0;0;18;0;0;3;1;11;0
91.8549406;15;15;0;1;7;18;0;0;0;5;0;0
111.6132429;12;12;0;18;0;2;1;0;6;6;0;9
117.9721949;20;20;1;0;18;0;0;0;0;0;0;0
139.3858046;21;21;1;0;18;8;0;0;4;0;0;0
155.4050259;10;10;18;4;1;6;16;0;3;9;0;12
168.0238602;23;23;4;18;0;2;6;5;5;0;11;8
183.8997723;26;26;0;0;18;0;1;10;0;0;0;4
203.7858084;25;25;1;18;0;5;12;13;8;2;3;5
219.6949237;33;-1;0;0;0;3;2;6;0;18;0;1
