timestamp;radius;size;depth
14.9713155;1.5;0.9;6
29.9779572;2.5;0.65;16
32.6786399;1.5;0.65;2
35.5723449;2.5;0.65;2
37.9110648;2.5;0.3;16
40.5871858;1.5;0.9;16
43.3460318;1.5;0.9;2
46.0948422;2.5;0.9;16
48.4962281;2.5;0.3;2
51.208943;1.5;0.65;16
53.8013374;0.5;0.9;16
55.9801314;2.5;0.3;6
57.8340615;1.5;0.3;6
60.4811016;0.5;0.9;2
62.4468293;2.5;0.65;6
64.5474156;0.5;0.9;6
66.9377724;1.5;0.3;2
69.1827431;2.5;0.9;2
74.5329718;0.5;0.65;2
77.1800109;1.5;0.65;6
79.2916269;0.5;0.3;6
81.7822608;0.5;0.65;16
83.8602867;0.5;0.3;16
85.9708996;1.5;0.3;16
88.3061106;2.5;0.9;6
90.6964679;0.5;0.3;2
92.583485;0.5;0.65;6
