timestamp;selectedObject;intendedObject;1;2;3;4;5;6;7;8;9;10
193.5772339;1;1;15;0;0;0;0;0
209.1123472;2;2;15;0;9;1;0;0;0;2;0;0
221.4470695;21;21;0;0;0;0;15;0;0;0;0;3
242.3978263;29;29;0;2;0;0;0;13;0;2;15;1
259.4335711;27;26;1;8;0;0;1;0;14;15;4;11
263.5892287;26;26;0;0;0;0;0;0;15;0;0;0
276.7256143;16;25;0;0;16;1;0;8;0;0;3;1
289.1660486;25;25;1;0;0;0;16;0;3;5;0;0
298.3836889;31;31;0;4;0;2;0;16;3;8;0;0
306.5646559;7;10;16;13;0;0;0;0;0;0;7;0
320.2679517;10;10;16;0;5;0;0;5;0;0;5;10
329.9344275;35;35;1;0;0;6;1;5;16;12;6;2
350.6390233;18;18;16;0;1;1;1;0;0;6;3;0
387.4734404;38;-1;0;0;3;10;3;1;7;16;4;4
