80.4387901;0;4;3;8;0;
91.3134222;17;0;0;0;7;
97.1688345;0;0;0;15;0;
106.8342752;19;1;0;0;12;
122.525027;0;1;16;20;2;
138.2494429;0;8;17;0;0;
144.91198;0;15;0;0;0;
153.5858334;0;17;6;0;0;
162.2542521;0;0;4;16;0;
168.7198151;0;0;16;2;0;
177.5892173;0;0;0;16;3;
187.2517129;8;18;1;0;0;
203.3702519;0;14;1;2;0;
208.6201039;0;15;0;0;0;
224.7256207;0;1;12;18;4;
235.0148047;0;1;17;4;3;
244.6863319;3;16;0;0;0;
249.5441497;15;0;0;0;0;
265.662178;4;12;1;0;0;
275.5482625;0;0;6;18;3;
291.7012982;0;9;10;1;0;
301.5753547;17;6;0;2;0;
312.2956407;0;0;6;17;2;
320.7745124;0;10;18;0;0;
329.4308527;0;15;0;0;0;
340.7477127;0;0;9;18;0;
356.8848021;14;0;0;0;2;
