timestamp;radius;velocity;walking
64.3514369;2.5;0.39;False
80.4573396;2.5;1.17;False
91.3359813;0.5;1.17;False
97.1883858;1.5;1.17;False
106.8503177;2.5;1.17;False
122.543576;2.5;0.39;False
138.271;0.5;0.39;False
144.9275213;0.5;1.96;False
153.6063875;1.5;1.96;False
162.2743053;2.5;1.96;False
168.7418733;2.5;1.17;False
177.6102732;1.5;1.96;False
187.2722668;2.5;0.39;False
203.3908069;1.5;0.39;False
208.6401579;1.5;0.39;False
224.7466764;0.5;1.17;False
235.0338548;0.5;1.17;False
244.7073879;0.5;1.96;False
249.5657066;0.5;0.39;False
265.683735;1.5;1.17;False
275.5693184;1.5;0.39;False
291.7183451;2.5;1.96;False
301.5964101;2.5;1.96;False
312.30667;1.5;1.17;False
320.7945655;0.5;1.96;False
329.4569219;1.5;1.96;False
340.7677661;0.5;0.39;False
