timestamp;radius;size;depth
13.541004;1.5;0.9;6
61.4617928;0.5;0.3;6
70.5770742;2.5;0.65;2
77.4468449;1.5;0.3;16
92.2918767;1.5;0.65;16
119.9223902;0.5;0.9;16
128.8844494;1.5;0.3;6
134.1228781;2.5;0.9;16
142.1542375;1.5;0.9;2
146.3985208;2.5;0.65;6
155.7258384;2.5;0.3;2
162.5956007;1.5;0.3;2
168.314304;0.5;0.65;2
177.3062273;2.5;0.9;2
183.7288013;2.5;0.3;16
185.9517109;0.5;0.9;2
189.8169695;2.5;0.65;16
192.5416857;0.5;0.65;16
201.6006809;2.5;0.9;6
209.9447748;0.5;0.3;2
211.6758554;0.5;0.9;6
217.9870523;1.5;0.9;16
221.8858676;2.5;0.3;6
224.6665586;1.5;0.65;6
230.9774105;0.5;0.65;6
237.3773715;1.5;0.65;2
240.1702604;0.5;0.3;16
