Timestamp;SelectionTime;intendedObj;selectedObj;correct?;smoothCorrel;speed;objWidthInDeg;objHeightInDeg;radiusInDeg;distanceToIntendedDeg;correlationToIntendedObjectX;correlationToIntendedObjectY;corrThreshold;w;corrAverageWindow;corrFrequency
61.4412375;0.9003939;2;3;False;0.6831532;45;19.7344;18.60586;33.13519;17.99232;0.9984719;-0.9932427;0.6;300;900;0.3
70.5550153;7.8278596;1;3;False;0.7730817;45;6.230227;6.103255;11.31763;10.61603;0.991984;-0.9999105;0.6;300;900;0.3
77.4252881;1.8193365;3;1;False;0.6703198;45;13.30638;16.04421;52.80561;7.872361;-0.99984;0.9410099;0.6;300;900;0.3
92.2703191;9.9630533;1;1;True;0.8507152;45;5.963062;7.514;33.13519;0;1;1;0.6;300;900;0.3
119.8973234;6.0355538;3;3;True;0.6666625;45;14.41291;15.94521;33.1352;0;1;1;0.6;300;900;0.3
128.8623907;4.1978862;4;3;False;0.7017732;45;19.10517;20.63499;11.31763;0.8973579;-0.9995853;0.999918;0.6;300;900;0.3
134.1053314;4.5370639;1;1;True;0.8216422;45;6.94537;6.259787;33.13519;0;1;1;0.6;300;900;0.3
142.1391974;5.7457833;4;4;True;0.6812167;45;18.51022;22.52226;52.80561;0;1;1;0.6;300;900;0.3
146.3824781;1.2107184;3;3;True;0.7476448;45;19.54464;18.56559;33.13519;0;1;1;0.6;300;900;0.3
155.7037797;6.9454858;1;5;False;0.6018327;45;13.19174;15.67751;52.80561;5.805979;-0.9928269;0.998725;0.6;300;900;0.3
162.578054;4.5375623;1;2;False;0.728047;45;7.059648;7.576769;52.80561;6.990246;-0.9923882;0.998601;0.6;300;900;0.3
168.2952533;4.8473869;4;5;False;0.6098516;45;6.024379;6.250053;33.13519;10.73444;0.9643351;0.9893149;0.6;300;900;0.3
177.2876778;6.9384638;2;2;True;0.7146494;45;13.73355;13.50389;11.31763;0;1;1;0.6;300;900;0.3
183.7107528;3.3308546;4;4;True;0.725641;45;18.53934;17.46233;52.80561;0;1;1;0.6;300;900;0.3
185.9331613;1.2082115;4;5;False;0.6301825;45;6.984466;7.566664;52.80561;10.03997;-0.9848825;0.9981498;0.6;300;900;0.3
189.7959132;3.0154996;1;2;False;0.7487144;45;19.29036;20.66814;11.31765;6.605949;0.9991373;-0.9968897;0.6;300;900;0.3
192.5241395;0.9068993;3;3;True;0.6421522;45;13.86786;12.49136;52.80562;0;1;1;0.6;300;900;0.3
201.5866432;5.435407;3;3;True;0.6424971;45;13.66633;14.51042;11.31762;0;1;1;0.6;300;900;0.3
209.9227167;6.934866;3;3;True;0.6432992;45;21.26279;20.67206;52.80563;0;1;1;0.6;300;900;0.3
211.6558016;1.2172206;3;4;False;0.6234005;45;6.26329;6.123445;11.31763;5.417139;0.9910526;0.9747437;0.6;300;900;0.3
217.9715114;3.9258873;2;5;False;0.7073528;45;19.67216;19.2594;11.31763;0.8724163;-0.9997838;0.9463338;0.6;300;900;0.3
221.8648112;3.3162738;2;2;True;0.6510654;45;19.12367;22.38519;33.1352;0;1;1;0.6;300;900;0.3
224.6475083;1.2182232;4;4;True;0.7238178;45;7.146351;6.298192;52.80562;0;1;1;0.6;300;900;0.3
230.9573575;4.8262689;3;5;False;0.601303;45;13.1927;13.50246;33.1352;0.05333805;-0.9997031;0.9569623;0.6;300;900;0.3
237.3578195;5.731191;4;4;True;0.8497282;45;13.3059;14.38072;11.31763;0;1;1;0.6;300;900;0.3
240.1517117;1.2182234;3;3;True;0.8249879;45;13.61617;13.45271;33.13519;0;1;1;0.6;300;900;0.3
244.8872469;3.6200765;1;2;False;0.6560809;45;5.978595;6.686923;11.31763;5.451283;0.9980448;-0.9738773;0.6;300;900;0.3
