timestamp;selectedObject;intendedObject;1;2;3;4;5;6;7;8;9;10
12.9730998;7;0;6;0;15;0;0
33.5802808;0;0;15;9;5;0;2;4;0;6;0;0
56.8539362;23;23;5;0;2;0;0;1;4;15;0;4
62.7495616;1;1;15;2;0;0;1;0;1;0;0;0
