timestamp;radius;size;depth
3.1072643;0.5;0.9;6
175.4548051;1.5;0.65;16
177.0630721;1.5;0.9;6
179.6098297;1.5;0.9;16
186.703169;0.5;0.3;6
205.6811598;0.5;0.9;2
209.009501;1.5;0.65;6
212.5729228;2.5;0.65;16
216.9851298;0.5;0.3;2
218.961875;0.5;0.3;16
223.0948414;0.5;0.65;16
241.9387399;2.5;0.3;16
245.4234861;0.5;0.65;2
250.2372585;2.5;0.65;2
255.6883236;1.5;0.9;2
278.2403573;2.5;0.65;6
281.3681568;0.5;0.9;16
289.2871925;0.5;0.65;6
318.1171976;2.5;0.9;2
321.2535367;1.5;0.3;16
324.0594814;1.5;0.3;2
325.6121023;2.5;0.3;2
329.2868517;1.5;0.65;2
342.4227056;2.5;0.9;16
345.3163835;2.5;0.9;6
347.3598054;2.5;0.3;6
349.5596502;1.5;0.3;6
