Timestamp;SelectionTime;IntendedDigit;EnteredDigit;correct;counterThreshold
90.3257636;5.477531;9;9;True;20
94.2912836;3.472712;1;1;True;20
99.6725595;4.888468;5;5;True;20
106.061508;5.8936342;7;7;True;20
121.2869056;5.9146985;3;3;True;20
129.2971557;7.5154367;7;7;True;20
134.2718525;4.4788813;7;7;True;20
138.3998133;3.6281344;1;1;True;20
152.6874176;10.0719211;3;-1;False;20
163.2867477;10.1070147;0;-1;False;20
173.8652706;10.0847026;8;-1;False;20
178.1873204;3.8292326;1;1;True;20
193.9615018;4.8675258;5;5;True;20
200.1259741;5.6831855;9;9;True;20
207.5423299;6.9230286;6;6;True;20
211.6999403;3.6637904;3;3;True;20
224.2402188;6.7076926;8;8;True;20
231.637489;6.9019466;9;9;True;20
237.2314462;5.10114;2;2;True;20
246.8917748;9.1655063;7;7;True;20
255.7183825;4.2839559;5;5;True;20
263.905645;7.6929407;3;3;True;20
269.4910749;5.0906068;1;1;True;20
273.6697408;3.6843452;7;7;True;20
283.0978296;5.0570139;3;3;True;20
286.0567449;2.4655971;1;1;True;20
289.1846124;2.6340472;3;3;True;20
295.7531726;6.0747325;9;9;True;20
304.3656233;4.2969165;4;5;False;20
310.5420289;5.6946185;5;5;True;20
314.095534;3.0601868;2;2;True;20
319.0322427;4.4443922;7;7;True;20
327.9681374;4.2638939;8;3;False;20
332.1452993;3.6848462;3;3;True;20
340.5272155;7.8885969;0;9;False;20
346.6661335;5.6501117;3;3;True;20
359.1214246;6.8798839;7;7;True;20
362.450822;2.8370815;7;7;True;20
366.4144374;3.4692943;8;8;True;20
371.3621591;4.4539017;5;5;True;20
