Timestamp;SelectionTime;intendedObj;selectedObj;correct?;smoothCorrel;speed;objWidthInDeg;objHeightInDeg;radiusInDeg;distanceToIntendedDeg;correlationToIntendedObjectX;correlationToIntendedObjectY;counterThreshold;corrThreshold;w;corrAverageWindow;corrFrequency
90.2901692;5.445947;9;9;True;0.7103611;45;9.454119;8.065491;17.70063;0;1;1;20;0.5;300;900;0.08
94.1318608;9.2876386;1;1;True;0.7546915;30;10.05572;8.144471;19.09402;0;1;1;20;0.5;300;900;0.08
99.5953543;14.7511321;5;5;True;0.6882588;30;10.57692;7.5049;19.09402;0;1;1;20;0.5;300;900;0.08
105.8619786;21.0177564;7;7;True;0.747397;45;9.439863;8.179514;17.70064;0;1;1;20;0.5;300;900;0.08
121.1204643;5.7482572;3;3;True;0.776581;30;10.40348;8.087704;19.09402;0;1;1;20;0.5;300;900;0.08
129.2745957;13.9023886;7;7;True;0.7513452;45;9.325508;8.193094;17.70063;0;1;1;20;0.5;300;900;0.08
134.2558097;18.8836026;7;7;True;0.6781779;45;9.160013;8.008704;17.70063;0;1;1;17;0.5;300;900;0.08
138.3797601;23.007553;1;1;True;0.7803479;30;10.58241;7.511023;19.09402;0;1;1;17;0.5;300;900;0.08
178.0003205;35.384824;1;1;True;0.7102068;30;10.11377;8.15103;19.09402;0;1;1;11;0.5;300;900;0.08
193.9494699;4.8559952;5;5;True;0.9266089;30;10.5708;7.631761;19.09403;0;1;1;16;0.5;300;900;0.08
199.9680523;10.8745776;9;9;True;0.6542908;45;9.441189;7.848014;17.70064;0;1;1;16;0.5;300;900;0.08
207.4751503;18.3816756;6;6;True;0.5340402;45;9.203743;8.051334;17.70063;0;1;1;16;0.5;300;900;0.08
211.5089302;22.4154555;3;3;True;0.555038;30;10.01951;8.195531;19.09403;0;1;1;15;0.5;300;900;0.08
224.129924;6.5978991;8;8;True;0.8389381;45;9.374902;8.210172;17.70063;0;1;1;15;0.5;300;900;0.08
231.4961109;13.964086;9;9;True;0.5710481;45;9.45545;8.092825;17.70065;0;1;1;15;0.5;300;900;0.08
237.0780366;19.5460117;2;2;True;0.5619982;30;10.58531;7.513555;19.09403;0;1;1;14;0.5;300;900;0.08
246.7930105;29.2609856;7;7;True;0.676088;45;8.959391;7.703043;17.70063;0;1;1;13;0.5;300;900;0.08
255.6196191;4.1851925;5;5;True;0.5504364;30;10.57628;7.517696;19.09403;0;1;1;12;0.5;300;900;0.08
263.8174097;12.3829831;3;3;True;0.5820266;30;10.56903;7.627968;19.09402;0;1;1;12;0.5;300;900;0.08
269.3451847;17.9107581;1;1;True;0.5962611;30;10.52871;7.923234;19.09403;0;1;1;12;0.5;300;900;0.08
273.639661;22.2052344;7;7;True;0.7229993;45;9.409517;8.208141;17.70063;0;1;1;12;0.5;300;900;0.08
283.0316523;4.9908366;3;3;True;0.6560202;30;9.792511;8.122747;19.09403;0;1;1;11;0.5;300;900;0.08
285.8572121;7.8163964;1;1;True;0.6207371;30;10.17148;8.153232;19.09403;0;1;1;11;0.5;300;900;0.08
289.139993;11.0991773;3;3;True;0.9330192;30;10.39876;8.091171;19.09403;0;1;1;11;0.5;300;900;0.08
295.6007648;17.5599491;9;9;True;0.5122444;45;9.455328;8.050186;17.70063;0;1;1;11;0.5;300;900;0.08
304.3545932;4.2858864;4;5;False;0.5191184;30;10.53127;7.872816;19.09402;9.131901;0.9995955;-0.9927701;11;0.5;300;900;0.08
310.4578039;10.3890971;5;5;True;0.5172467;30;9.512954;7.952119;19.09402;0;1;1;12;0.5;300;900;0.08
314.0293569;13.9606501;2;2;True;0.5140857;30;9.217965;7.562212;19.09403;0;1;1;12;0.5;300;900;0.08
318.885851;18.8171442;7;7;True;0.6869669;45;8.930676;7.633578;17.70064;0;1;1;12;0.5;300;900;0.08
327.8658638;4.1616203;8;3;False;0.5454605;30;9.273596;7.65548;19.09403;18.122;0.9990477;0.9960227;12;0.5;300;900;0.08
331.9572974;8.2530539;3;3;True;0.5773385;30;10.20421;8.210304;19.09403;0;1;1;13;0.5;300;900;0.08
340.4470014;16.7427579;0;9;False;0.6446518;45;8.872543;7.483826;17.70063;1.850416;-0.9943532;0.9993941;13;0.5;300;900;0.08
359.0321865;6.7911476;7;7;True;0.8990426;45;8.890867;7.512897;17.70064;0;1;1;14;0.5;300;900;0.08
362.3590766;10.1180377;7;7;True;0.7346438;45;9.453632;8.010345;17.70065;0;1;1;14;0.5;300;900;0.08
366.2575181;14.0164792;8;8;True;0.7148874;45;8.827837;7.520804;17.70064;0;1;1;14;0.5;300;900;0.08
371.2859555;19.0449166;5;5;True;0.6660081;30;9.915232;8.168783;19.09403;0;1;1;14;0.5;300;900;0.08
