timestamp;selectedObject;intendedObject;1;2;3;4;5;6;7;8;9;10
24.3824238;2;2;15;0;7;0;0;0;0;0
38.8910511;3;3;15;4;0;3;0;0;5;6;0;8
51.1160957;19;19;7;1;1;0;0;1;0;15;1;2
73.9614129;17;17;1;3;0;0;0;13;5;8;0;0
82.527722;14;14;11;0;0;0;13;0;3;4;0;0
88.8505493;20;18;0;0;11;0;0;12;8;0;6;0
92.7790153;18;18;0;0;0;0;13;0;0;0;0
132.7417655;9;9;0;2;12;0;4;2;0;0;0;0
138.3256553;13;13;0;0;12;2;0;0;0;0;0;0
164.4200776;4;4;12;0;0;4;0;0;0;3;9;1
172.5397182;30;21;0;0;0;0;0;0;0;0;1;12
184.102521;7;21;13;5;0;6;0;0;0;1;5;0
193.3591799;21;21;14;11;0;2;0;0;0;6;10;1
201.1714717;23;-1;0;14;5;4;0;4;7;3;0;0
