timestamp;selectionTime;selectedObject;selectedObjectSizeDegX;selectedObjectSizeDegY;intendedObject;intendedObjectSizeDegX;intendedObjectSizeDegY;correct?;trajectoryResemblanceX;trajectoryResemblanceY;distanceToIntendedObjDeg;trajectoryDiameterDeg;trajectoryCenterDeg;currentPosDeg;degPerSec;trajectoryExceedsFOV;counterThreshold;correlationThreshold;correlationAverageWindow;correlationFrequency;correlationWindow
24.3824238;6.1273163;2;17.81318;20.18747;2;17.81318;20.18747;True;1;1;0;30.02606;(-10.6, 7.8);(4.8, 4.6);65;False;15;0.6;900;0.08;300
38.8910511;11.5081419;3;20.30763;19.36534;3;20.30763;19.36534;True;1;1;0;37.65906;(-3.2, 21.8);(15.9, 23.0);48;False;15;0.6;900;0.08;300
51.1160957;9.2345849;19;11.64359;11.56911;19;11.64359;11.56911;True;1;1;0;29.48955;(-4.4, 18.7);(-4.8, 3.7);67;False;15;0.6;900;0.08;300
73.9614129;19.8493427;17;7.938242;8.760626;17;7.938242;8.760626;True;1;1;0;20.56463;(-1.2, 3.9);(7.3, 10.1);29;False;13;0.6;900;0.08;300
82.527722;5.5723405;14;6.222767;4.688351;14;6.222767;4.688351;True;1;1;0;32.51673;(-12.1, 15.6);(5.1, 15.6);59;False;13;0.6;900;0.08;300
88.8505493;3.3283584;20;30.21939;25.82236;18;12.44688;15.65966;False;0.9997672;0.9999714;9.114265;28.5924;(-0.3, 2.2);(-10.1, 12.9);41;False;12;0.6;900;0.08;300
92.7790153;0.9349881;18;13.86974;16.22948;18;13.86974;16.22948;True;1;1;0;38.45612;(17.1, -6.4);(34.4, -7.3);53;False;13;0.6;900;0.08;300
132.7417655;36.9657734;9;9.874489;8.200634;9;9.874489;8.200634;True;1;1;0;14.94407;(12.4, 18.8);(18.8, 22.2);32;False;12;0.6;900;0.08;300
138.3256553;2.5813986;13;12.50157;12.69661;13;12.50157;12.69661;True;1;1;0;15.65484;(9.7, -11.7);(2.0, -9.4);84;False;12;0.6;900;0.08;300
164.4200776;23.0924054;4;11.23414;9.416964;4;11.23414;9.416964;True;1;1;0;6.788685;(14.2, 11.4);(17.5, 12.4);36;False;12;0.6;900;0.08;300
172.5397182;5.1186261;30;16.51578;10.06629;21;14.94484;14.17584;False;0.9998793;0.9999988;14.45606;27.70458;(-2.0, 15.1);(6.2, 3.5);55;False;12;0.6;900;0.08;300
184.102521;8.5610493;7;16.05662;18.32191;21;15.82742;14.40325;False;0.9999986;0.9969649;0.5282326;30.55187;(-13.2, -7.5);(-16.3, -22.8);50;False;13;0.6;900;0.08;300
193.3591799;6.2566625;21;15.05366;13.88118;21;15.05366;13.88118;True;1;1;0;29.3945;(-15.2, 6.6);(-5.5, -6.2);34;False;14;0.6;900;0.08;300
