horizontalCube2Timestamp;horizontalCube2XPos;horizontalCube2YPos;horizontalCube2newCorr;horizontalCube2smoothCorr
0;;;0;0
0.2145701;;;0;0
0.5223886;;;0;0
0.8236891;;;0;0
1.1254912;;;0;0
1.4267922;;;0;0
1.728594;;;0;0
2.030397;;;0;0
2.201;-3;0.4805147;;
2.203;-3;0.4805147;;
2.243;-3;0.3742272;;
2.244;-3;0.3737305;;
2.244;-3;0.37365;;
2.245;-3;0.3735803;;
2.246;-3;0.3735622;;
2.266;-3;0.3209444;;
2.267;-3;0.3202537;;
2.267;-3;0.3199077;;
2.287;-3;0.2940119;;
2.288;-3;0.2789023;;
2.289;-3;0.2699815;;
2.29;-3;0.2658595;;
2.31;-3;0.2148955;;
2.311;-3;0.2135441;;
2.312;-3;0.2130803;;
2.313;-3;0.212468;;
2.331697;;;-0.306692346666331;-0.0766730866665826
2.333;-3;0.1595938;;
2.334;-3;0.1590678;;
2.334;-3;0.1589786;;
2.335;-3;0.1589367;;
2.355;-3;0.1063512;;
2.356;-3;0.1058233;;
2.357;-3;0.1056927;;
2.358;-3;0.1056927;;
2.358;-3;0.1056927;;
2.377;-3;0.05315467;;
2.378;-3;0.05230862;;
2.379;-3;0.05188896;;
2.399;-3;-0.0009056069;;
2.4;-3;-0.001204417;;
2.401;-3;-0.001367695;;
2.402;-3;-0.001527068;;
2.421;-3;-0.05367332;;
2.429;-3;-0.05554605;;
2.431;-3;-0.05566526;;
2.432;-3;-0.05569975;;
2.443;-3;-0.08197321;;
2.444;-3;-0.1068473;;
2.445;-3;-0.1110155;;
2.446;-3;-0.1116429;;
2.465;-3;-0.1360017;;
2.466;-3;-0.1362219;;
2.468;-3;-0.1633957;;
2.468;-3;-0.1633957;;
2.487;-3;-0.1913601;;
2.488;-3;-0.2080358;;
2.489;-3;-0.2139669;;
2.491;-3;-0.2172317;;
2.511;-3;-0.2439102;;
2.511;-3;-0.2605464;;
2.512;-3;-0.2688785;;
2.513;-3;-0.2703404;;
2.532;-3;-0.2972137;;
2.533;-3;-0.2974966;;
2.534;-3;-0.318759;;
2.534;-3;-0.3223336;;
2.554;-3;-0.35121;;
2.555;-3;-0.3514628;;
2.556;-3;-0.3515432;;
2.556;-3;-0.3554536;;
2.575;-3;-0.4042422;;
2.575;-3;-0.4048999;;
2.576;-3;-0.4048999;;
2.577;-3;-0.4048999;;
2.596;-3;-0.4572264;;
2.597;-3;-0.4577208;;
2.597;-3;-0.4577931;;
2.598;-3;-0.4578901;;
2.617;-3;-0.5112079;;
2.618;-3;-0.5117844;;
2.619;-3;-0.5118728;;
2.6340008;;;0.498104257132902;0.047852977616643
