horizontalCube4Timestamp;horizontalCube4XPos;horizontalCube4YPos;horizontalCube4newCorr;horizontalCube4smoothCorr
0;;;0;0
0.4156049;;;0;0
0.7214175;;;0;0
1.0227178;;;0;0
1.3245209;;;0;0
1.6258211;;;0;0
1.9291272;;;0;0
2.178;2;0.743321;;
2.197;2;0.6996754;;
2.199;2;0.6986979;;
2.22;2;0.6544662;;
2.221;2;0.6539291;;
2.2294257;;;-0.400131053631436;-0.133377017877145
2.22;2;0.6544662;;
2.221;2;0.6539291;;
2.243;2;0.6120751;;
2.245;2;0.6087689;;
2.267;2;0.5651114;;
2.268;2;0.5647315;;
2.269;2;0.5646389;;
2.269;2;0.5646232;;
2.288;2;0.5206789;;
2.289;2;0.5201092;;
2.29;2;0.5201092;;
2.291;2;0.5201092;;
2.316;2;0.4647515;;
2.317;2;0.4647515;;
2.318;2;0.4647515;;
2.331;2;0.4263418;;
2.332;2;0.4257534;;
2.333;2;0.4255978;;
2.334;2;0.4255978;;
2.353;2;0.3862573;;
2.354;2;0.3858419;;
2.355;2;0.3857591;;
2.356;2;0.3857426;;
2.376;2;0.3414317;;
2.377;2;0.3410382;;
2.378;2;0.3409172;;
2.379;2;0.3408802;;
2.398;2;0.2973776;;
2.399;2;0.2969599;;
2.399;2;0.2967927;;
2.4;2;0.2967927;;
2.42;2;0.2526551;;
2.421;2;0.2521912;;
2.422;2;0.2521193;;
2.442;2;0.2086449;;
2.443;2;0.2079204;;
2.444;2;0.2076159;;
2.445;2;0.20757;;
2.464;2;0.1544388;;
2.466;2;0.1533817;;
2.466;2;0.1531945;;
2.467;2;0.1530653;;
2.487;2;0.1181956;;
2.488;2;0.1178546;;
2.488;2;0.117796;;
2.489;2;0.1177646;;
2.509;2;0.07427862;;
2.51;2;0.07364444;;
2.51;2;0.07334684;;
2.511;2;0.07319664;;
2.531228;;;-0.366948000537826;-0.255693018056421
2.532;2;0.02917657;;
2.533;2;0.02912852;;
2.534;2;0.02831768;;
2.534;2;0.02818147;;
2.554;2;-0.0156117;;
2.554;2;-0.01601727;;
2.556;2;-0.01662296;;
