horizontalCube2Timestamp;horizontalCube2XPos;horizontalCube2YPos;horizontalCube2newCorr;horizontalCube2smoothCorr
0;;;0;0
0.4176094;;;0;0
0.7184094;;;0;0
1.0192086;;;0;0
1.3210109;;;0;0
1.6223117;;;0;0
1.924114;;;0;0
2.153;3;0.4801225;;
2.155;3;0.462475;;
2.175;3;0.4250351;;
2.176;3;0.4250351;;
2.185;3;0.4250351;;
2.198;3;0.3841181;;
2.22;3;0.3552703;;
2.221;3;0.3552703;;
2.222;3;0.3552703;;
2.225916;;;-0.27904293547759;-0.0930143118258633
2.222;3;0.3552703;;
2.241;3;0.3201382;;
2.242;3;0.3197903;;
2.243;3;0.3196992;;
2.243;3;0.3196845;;
2.264;3;0.2854554;;
2.266;3;0.284471;;
2.267;3;0.2838222;;
2.268;3;0.2838222;;
2.288;3;0.2489078;;
2.289;3;0.2484273;;
2.289;3;0.248191;;
2.29;3;0.248055;;
2.291;3;0.2480236;;
2.367;3;0.1236881;;
2.368;3;0.1233575;;
2.369;3;0.1233113;;
2.37;3;0.1232973;;
2.371;3;0.1232818;;
2.372;3;0.1049696;;
2.372;3;0.1049696;;
2.373;3;0.1049696;;
2.374;3;0.1049696;;
2.374;3;0.1049696;;
2.375;3;0.1049696;;
2.376;3;0.1049696;;
2.376;3;0.1049696;;
2.377;3;0.1049696;;
2.378;3;0.1049696;;
2.391;3;0.08671091;;
2.392;3;0.08671091;;
2.392;3;0.08671091;;
2.412;3;0.05143836;;
2.413;3;0.05143836;;
2.413;3;0.05143836;;
2.414;3;0.05143836;;
2.414;3;0.05143836;;
2.433;3;0.01619678;;
2.434;3;0.01573741;;
2.455;3;-0.01968967;;
2.455;3;-0.01968967;;
2.456;3;-0.01968967;;
2.456;3;-0.01968967;;
2.457;3;-0.01968967;;
2.476;3;-0.06282306;;
2.477;3;-0.0637174;;
2.477;3;-0.06387128;;
2.498;3;-0.09145302;;
2.499;3;-0.09171117;;
2.5;3;-0.09178365;;
2.52;3;-0.1259303;;
2.522;3;-0.1272177;;
2.5272168;;;0.486271483352935;0.0690761826251151
2.542;3;-0.1623729;;
2.543;3;-0.1628246;;
2.563;3;-0.19869;;
2.564;3;-0.1990082;;
2.564;3;-0.1990373;;
2.585;3;-0.2340913;;
2.585;3;-0.2345172;;
2.606;3;-0.2525195;;
2.607;3;-0.2525195;;
2.608;3;-0.2656154;;
2.628;3;-0.3123231;;
2.63;3;-0.3138787;;
2.649;3;-0.3240421;;
2.65;3;-0.3241126;;
2.65;3;-0.3241478;;
2.671;3;-0.3597872;;
2.672;3;-0.3601182;;
2.692;3;-0.3951598;;
2.693;3;-0.3956009;;
2.693;3;-0.3956009;;
2.714;3;-0.4311032;;
2.734;3;-0.4668165;;
2.735;3;-0.467264;;
2.736;3;-0.467264;;
2.756;3;-0.502422;;
2.757;3;-0.5027357;;
2.777;3;-0.5204405;;
2.778;3;-0.5355309;;
2.779;3;-0.5379257;;
2.799;3;-0.5743211;;
2.8;3;-0.5747846;;
2.82;3;-0.6098326;;
2.821;3;-0.610166;;
2.822;3;-0.6102498;;
2.8295204;;;-0.124204497832816;0.0276746833475099
2.842;3;-0.6455119;;
2.844;3;-0.6458497;;
2.864;3;-0.6811392;;
2.864;3;-0.6814029;;
2.865;3;-0.6815568;;
2.885;3;-0.7172714;;
2.886;3;-0.7176442;;
2.908;3;-0.7523822;;
2.909;3;-0.7528577;;
2.91;3;-0.7531177;;
2.931;3;-0.7712569;;
2.932;3;-0.7714084;;
2.952;3;-0.815734;;
2.953;3;-0.824621;;
2.954;3;-0.824621;;
2.974;3;-0.8427019;;
2.976;3;-0.8613808;;
2.996;3;-0.8789291;;
2.997;3;-0.893323;;
2.998;3;-0.8962891;;
3.019;3;-0.9143177;;
3.041;3;-0.9695473;;
3.042;3;-0.9711468;;
3.044;3;-0.972647;;
3.064;3;-1.003263;;
3.066;3;-1.00364;;
3.067;3;-1.00364;;
3.087;3;-1.021584;;
3.088;3;-1.021762;;
3.089;3;-1.021809;;
3.11;3;-1.075644;;
3.111;3;-1.075644;;
3.131;3;-1.092836;;
3.1313229;;;-0.286744369016052;0.0251075388346892
3.153;3;-1.128661;;
3.154;3;-1.143498;;
3.155;3;-1.14585;;
3.174;3;-1.164675;;
3.195;3;-1.200248;;
3.195;3;-1.200678;;
3.196;3;-1.200678;;
3.197;3;-1.200678;;
3.216;3;-1.235861;;
3.217;3;-1.236318;;
3.239;3;-1.27115;;
3.24;3;-1.271453;;
3.261;3;-1.315455;;
3.261;3;-1.315785;;
3.262;3;-1.315982;;
3.282;3;-1.342818;;
3.283;3;-1.343155;;
3.303;3;-1.360896;;
3.304;3;-1.361075;;
3.305;3;-1.361104;;
3.327;3;-1.412651;;
3.328;3;-1.413072;;
3.35;3;-1.455391;;
3.351;3;-1.455745;;
3.351;3;-1.455798;;
3.372;3;-1.485568;;
3.372;3;-1.485733;;
3.393;3;-1.521526;;
3.394;3;-1.521852;;
3.394;3;-1.521908;;
3.414;3;-1.564712;;
3.415;3;-1.565253;;
3.436;3;-1.575195;;
3.445;3;-1.575424;;
3.446;3;-1.575437;;
3.4516742;;;0.464689008950528;0.0179133807005534
3.458;3;-1.603547;;
3.459;3;-1.604014;;
3.481;3;-1.663948;;
3.503;3;-1.700345;;
3.504;3;-1.700631;;
3.505;3;-1.700719;;
3.526;3;-1.736102;;
3.527;3;-1.736409;;
3.547;3;-1.771988;;
3.548;3;-1.772311;;
3.549;3;-1.772398;;
3.549;3;-1.772411;;
3.55;3;-1.772425;;
3.569;3;-1.814939;;
3.57;3;-1.815352;;
3.571;3;-1.815457;;
3.571;3;-1.815475;;
3.591;3;-1.8433;;
3.592;3;-1.843568;;
3.592;3;-1.843614;;
3.593;3;-1.843643;;
3.612;3;-1.879056;;
3.613;3;-1.879443;;
3.614;3;-1.879498;;
3.614;3;-1.879508;;
3.634;3;-1.91485;;
