horizontalCube2Timestamp;horizontalCube2XPos;horizontalCube2YPos;horizontalCube2newCorr;horizontalCube2smoothCorr
0;;;0;0
0.4241269;;;0;0
0.7334608;;;0;0
1.0352628;;;0;0
1.3365641;;;0;0
1.6383659;;;0;0
1.9396666;;;0;0
2.206;-3;2.421322;;
2.2409677;;;0;0
2.246;-3;2.525204;;
2.268;-3;2.578924;;
2.269;-3;2.579393;;
2.269;-3;2.579473;;
2.298;-3;2.632271;;
2.299;-3;2.6329;;
2.301;-3;2.63318;;
2.311;-3;2.705227;;
2.313;-3;2.706762;;
2.314;-3;2.706963;;
2.315;-3;2.706963;;
2.315;-3;2.706963;;
2.335;-3;2.739763;;
2.336;-3;2.74009;;
2.337;-3;2.740175;;
2.359;-3;2.793928;;
2.359;-3;2.793928;;
2.36;-3;2.793928;;
2.361;-3;2.793928;;
2.43;-3;2.953504;;
2.432;-3;2.975989;;
2.433;-3;2.980252;;
2.434;-3;2.981697;;
2.435;-3;2.981697;;
2.436;-3;2.981697;;
2.437;-3;2.981697;;
2.437;-3;2.981697;;
2.438;-3;2.981697;;
2.439;-3;2.981697;;
2.439;-3;2.981697;;
2.44;-3;2.981697;;
2.441;-3;2.981697;;
2.455;-3;3.007338;;
2.456;-3;3.008288;;
2.457;-3;3.008288;;
2.457;-3;3.008288;;
2.477;-3;2.947426;;
2.477;-3;2.94698;;
2.478;-3;2.946656;;
2.479;-3;2.946656;;
2.499;-3;2.894016;;
2.5;-3;2.894016;;
2.501;-3;2.894016;;
2.501;-3;2.894016;;
2.52;-3;2.84146;;
2.521;-3;2.840909;;
2.522;-3;2.840765;;
2.523;-3;2.840765;;
2.54277;;;0.3042508673449;0.101416955781633
2.543;-3;2.788346;;
2.544;-3;2.788286;;
2.545;-3;2.787398;;
2.546;-3;2.787049;;
2.565;-3;2.759604;;
2.566;-3;2.741373;;
2.566;-3;2.739434;;
2.567;-3;2.733505;;
2.586;-3;2.706669;;
2.587;-3;2.68454;;
2.588;-3;2.680542;;
2.589;-3;2.67991;;
2.608;-3;2.653066;;
2.608;-3;2.652706;;
2.609;-3;2.652706;;
2.61;-3;2.652706;;
2.629;-3;2.585985;;
2.629;-3;2.58554;;
2.63;-3;2.585093;;
2.631;-3;2.585093;;
2.65;-3;2.546513;;
2.65;-3;2.54623;;
2.651;-3;2.546053;;
2.671;-3;2.493027;;
2.672;-3;2.492475;;
2.673;-3;2.492396;;
2.693;-3;2.439148;;
2.694;-3;2.438593;;
2.695;-3;2.438495;;
2.706;-3;2.411754;;
2.716;-3;2.373707;;
2.717;-3;2.372543;;
2.717;-3;2.37229;;
2.718;-3;2.371746;;
2.739;-3;2.330985;;
2.74;-3;2.330985;;
2.74;-3;2.330985;;
2.741;-3;2.330985;;
2.76;-3;2.278728;;
2.761;-3;2.278244;;
2.761;-3;2.278041;;
2.762;-3;2.278041;;
2.763;-3;2.278041;;
2.782;-3;2.211253;;
2.782;-3;2.210459;;
2.784;-3;2.20961;;
2.806;-3;2.171054;;
2.807;-3;2.170693;;
2.808;-3;2.170632;;
2.809;-3;2.170622;;
2.828;-3;2.117141;;
2.829;-3;2.116615;;
2.829;-3;2.116525;;
2.83;-3;2.116459;;
2.831;-3;2.116449;;
2.8445722;;;0.2110119351079;0.171754267484267
2.85;-3;2.064249;;
2.851;-3;2.063509;;
2.852;-3;2.063023;;
2.872;-3;2.009985;;
2.872;-3;2.009576;;
2.873;-3;2.009317;;
2.874;-3;2.009317;;
2.875;-3;2.009317;;
2.893;-3;1.95672;;
2.893;-3;1.956248;;
2.894;-3;1.955986;;
2.915;-3;1.902166;;
2.916;-3;1.902166;;
2.916;-3;1.902166;;
2.917;-3;1.902166;;
2.936;-3;1.83426;;
2.937;-3;1.83426;;
2.938;-3;1.83426;;
2.938;-3;1.83426;;
2.958;-3;1.794982;;
2.959;-3;1.794982;;
2.96;-3;1.794982;;
2.96;-3;1.794982;;
2.98;-3;1.74195;;
2.981;-3;1.741456;;
2.981;-3;1.741379;;
2.982;-3;1.741302;;
3.002;-3;1.688342;;
3.002;-3;1.687669;;
3.003;-3;1.687669;;
3.004;-3;1.687669;;
3.023;-3;1.634807;;
3.024;-3;1.634231;;
3.025;-3;1.63412;;
3.026;-3;1.63412;;
3.045;-3;1.60768;;
3.046;-3;1.59282;;
3.047;-3;1.586084;;
3.047;-3;1.58281;;
3.068;-3;1.553774;;
3.068;-3;1.536977;;
3.069;-3;1.528404;;
3.07;-3;1.527214;;
3.09;-3;1.499422;;
3.091;-3;1.466453;;
3.092;-3;1.459725;;
3.093;-3;1.458355;;
3.119;-3;1.419967;;
3.119;-3;1.41959;;
3.12;-3;1.41959;;
3.121;-3;1.41959;;
3.133;-3;1.37835;;
3.133;-3;1.37835;;
3.134;-3;1.37835;;
3.145873;;;0.248690181635315;0.254650994696038
3.154;-3;1.339499;;
3.155;-3;1.339102;;
3.157;-3;1.339027;;
3.176;-3;1.285492;;
3.176;-3;1.28517;;
3.177;-3;1.284842;;
3.198;-3;1.232266;;
3.199;-3;1.231631;;
3.199;-3;1.231631;;
3.2;-3;1.231631;;
3.22;-3;1.179062;;
3.221;-3;1.178552;;
3.221;-3;1.178465;;
3.222;-3;1.178397;;
3.223;-3;1.178397;;
3.241;-3;1.125105;;
3.242;-3;1.12449;;
3.243;-3;1.124378;;
3.264;-3;1.07205;;
3.264;-3;1.071651;;
3.265;-3;1.071423;;
3.266;-3;1.071423;;
3.267;-3;1.071423;;
3.285;-3;1.018259;;
3.285;-3;1.017767;;
3.286;-3;1.017554;;
3.306;-3;0.9644728;;
3.307;-3;0.9638085;;
3.308;-3;0.9638085;;
3.308;-3;0.9638085;;
3.328;-3;0.9107375;;
3.328;-3;0.9105342;;
3.329;-3;0.9101466;;
3.33;-3;0.9100845;;
3.349;-3;0.857174;;
3.35;-3;0.856604;;
3.351;-3;0.8565149;;
3.351;-3;0.8564813;;
3.371;-3;0.8035532;;
3.371;-3;0.8032374;;
3.372;-3;0.8029409;;
3.373;-3;0.8028958;;
3.392;-3;0.776341;;
3.393;-3;0.7759957;;
3.394;-3;0.7759957;;
3.394;-3;0.7759957;;
3.414;-3;0.6965943;;
3.415;-3;0.6958404;;
3.416;-3;0.6956149;;
3.417;-3;0.6956149;;
3.435;-3;0.6690099;;
3.437;-3;0.644833;;
3.437;-3;0.6428714;;
3.438;-3;0.6416348;;
3.4481763;;;0.425560416377432;0.295087511040216
3.459;-3;0.6147098;;
3.459;-3;0.6068958;;
3.46;-3;0.5957616;;
3.481;-3;0.5363732;;
3.483;-3;0.5351715;;
3.483;-3;0.5351574;;
3.484;-3;0.5349728;;
3.485;-3;0.5349728;;
3.504;-3;0.4807684;;
3.505;-3;0.4807684;;
3.513;-3;0.4807684;;
3.514;-3;0.4807684;;
3.525;-3;0.4551862;;
3.527;-3;0.4284309;;
