timestamp;selectedObject;intendedObject;1;2;3;4;5;6;7;8;9;10
31.5681881;4;4;15;9;0;3;0;1;2;0;0;0
37.0066851;5;5;15;0;0;0;1;0;0;0;0;0
44.0238958;10;10;0;0;0;15;0;0;0;0;0;0
56.3307035;13;13;0;0;0;5;1;15;0;9;0;1
65.9137706;8;8;2;5;15;0;6;0;2;3;5;0
74.0795391;20;20;4;0;0;0;0;0;0;0;15;0
81.6321734;21;21;0;0;0;0;0;4;0;0;15;0
87.1328462;11;11;0;0;15;0;0;0;0;0;0;0
97.4598879;18;12;0;0;0;0;0;0;14;0;0;0
103.3350654;7;12;0;14;1;0;0;0;0;3;0;0
107.728778;12;12;0;15;0;0;0;0;0;0;0;0
117.4647326;14;14;0;14;0;1;0;0;12;0;2;0
133.4368182;27;27;11;2;0;0;3;0;0;14;1;0
144.0496206;26;26;0;0;0;1;0;2;14;10;0;12
147.9976456;28;29;0;0;0;0;0;0;13;0;0
173.1141041;15;29;4;14;8;7;11;0;7;6;5;6
189.901363;23;29;0;2;3;14;7;6;0;0;0;3
204.0416197;34;-1;0;1;3;0;11;6;7;14;4;3
214.6749745;25;-1;0;0;0;14;8;0;0;0;0
222.0581818;29;-1;0;3;14;16;0;0;0;5
