timestamp;selectionTime;selectedObject;selectedObjectSizeDegX;selectedObjectSizeDegY;intendedObject;intendedObjectSizeDegX;intendedObjectSizeDegY;correct?;trajectoryResemblanceX;trajectoryResemblanceY;distanceToIntendedObjDeg;trajectoryDiameterDeg;trajectoryCenterDeg;currentPosDeg;degPerSec;trajectoryExceedsFOV;counterThreshold;correlationThreshold;correlationAverageWindow;correlationFrequency;correlationWindow
28.0612396;8.458461;0;10.09749;14.43686;0;10.09749;14.43686;True;1;1;0;18.50421;(1.3, 13.0);(4.6, 22.1);53;False;15;0.6;900;0.08;300
38.2620241;7.2040351;10;15.26133;14.99089;10;15.26133;14.99089;True;1;1;0;21.89561;(-1.5, 14.7);(-12.2, 17.1);68;False;15;0.6;900;0.08;300
48.3395806;7.083294;3;9.552883;8.228576;3;9.552883;8.228576;True;1;1;0;33.40432;(7.8, -6.7);(22.4, -15.0);74;False;15;0.6;900;0.08;300
54.6177476;3.2751901;2;9.983539;11.60431;17;9.420562;8.028118;False;0.999386;0.9958503;6.534493;33.40432;(7.8, -6.7);(-1.7, 9.9);74;False;15;0.6;900;0.08;300
60.1208491;2.5116639;21;5.169214;5.594338;17;8.419049;7.143035;False;0.9991271;0.9685711;9.069623;20.97038;(-7.8, -10.9);(-2.8, -0.1);84;False;15;0.6;900;0.08;300
69.3704082;6.2551131;17;8.41342;7.09744;17;8.41342;7.09744;True;1;1;0;27.92166;(-6.5, -4.6);(6.4, 2.6);78;False;16;0.6;900;0.08;300
84.4374036;12.0735527;19;8.846219;8.206293;19;8.846219;8.206293;True;1;1;0;28.83279;(5.2, -17.9);(-6.8, -8.4);56;False;16;0.6;900;0.08;300
91.5999085;4.1670569;18;16.3667;18.19386;18;16.3667;18.19386;True;1;1;0;21.87129;(3.9, -7.1);(-7.0, -4.7);71;False;16;0.6;900;0.08;300
104.7246704;10.1314138;26;10.35637;15.09978;26;10.35637;15.09978;True;1;1;0;12.17363;(12.2, 3.0);(11.0, 10.1);68;False;15;0.6;900;0.08;300
118.1529445;10.435333;11;18.91446;18.89465;11;18.91446;18.89465;True;1;1;0;21.89562;(-1.5, 14.7);(4.8, 23.9);68;False;14;0.6;900;0.08;300
154.6198937;33.4654858;27;5.523069;6.432979;27;5.523069;6.432979;True;1;1;0;6.555531;(16.0, 0.2);(14.4, 3.7);37;False;14;0.6;900;0.08;300
161.4986537;3.896847;16;9.863499;11.21805;16;9.863499;11.21805;True;1;1;0;22.03698;(-10.7, -4.5);(-5.4, -15.8);73;False;14;0.6;900;0.08;300
167.8675147;3.3830418;4;10.54562;10.50669;4;10.54562;10.50669;True;1;1;0;33.40433;(7.8, -6.7);(13.7, -24.1);74;False;14;0.6;900;0.08;300
188.53134;17.6708837;31;9.756428;11.66197;31;9.756428;11.66197;True;1;1;0;18.39693;(-0.1, -6.4);(-4.6, -15.3);38;False;14;0.6;900;0.08;300
194.4935355;2.97928;29;11.86265;12.33292;29;11.86265;12.33292;True;1;1;0;29.81358;(-10.1, -3.5);(-12.1, -20.4);87;False;14;0.6;900;0.08;300
