timestamp;selectedObject;intendedObject;1;2;3;4;5;6;7;8;9;10
38.955457;0;0;15;0;0;0;1;0;0;0;9;0
45.9249531;15;15;0;0;5;0;2;0;15;0;0;0
68.5734678;14;3;12;0;1;0;0;15;9;0;0;0
75.0744275;3;3;20;2;8;3;0;0;0;0;0;3
105.1401669;18;18;1;3;12;0;0;0;20;0;3;0
114.3430801;13;13;1;13;4;19;0;0;0;0;0;0
127.4287033;22;22;0;0;6;0;0;0;0;1;19;6
134.7977069;19;19;0;0;0;0;0;18;0;0;0;1
156.3824675;5;5;18;0;0;0;1;0;4;0;0;5
182.7898208;25;25;2;0;12;0;0;0;0;17;0;0
198.5837404;21;21;0;0;5;0;2;17;0;0;0;3
310.3083926;24;-1;13;10;13;14;12;17;7;12;10
329.2414429;7;-1;17;2;2;2;0;0;0;0
355.4680496;17;-1;0;0;17;8;7;6;7
382.1531506;29;-1;0;1;0;0;6;17
419.3612779;28;-1;0;7;3;8;17
474.9524727;16;-1;7;17;7;14
572.5108328;26;-1;5;0;17
722.0410609;9;-1;17;16
