Timestamp;SelectionTime;aim;selection;correct?;smoothCorrelation;speedInDeg;widthInDeg;radiusInDeg;counterDifference;differenceAtSelection;pearsonThreshold;w;averageWindow;correlationFrequency
80.9942846;15.0784003;4;4;True;-0.5578052;8.938142;5.316039;46.85827;15;4;0.600000023841858;300;900;0.2
86.4599272;4.4394283;1;1;True;0.6796234;224.5995;5.230328;9.906691;15;15;0.600000023841858;300;900;0.2
102.551557;15.0689241;4;4;True;0.6988797;8.938142;5.313062;46.85827;15;6;0.600000023841858;300;900;0.2
112.0241109;8.4463396;4;4;True;0.642925;44.69071;5.854551;29.14898;15;15;0.600000023841858;300;900;0.2
120.683044;7.632719;3;3;True;0.8258883;44.69071;5.861281;29.14898;15;16;0.600000023841858;300;900;0.2
136.809324;15.1025657;4;5;False;0.109265;8.938142;5.995922;46.85828;15;3;0.600000023841858;300;900;0.2
152.9270756;15.091531;1;3;False;0.521856;134.0721;5.2292;9.90671;15;13;0.600000023841858;300;900;0.2
169.0383082;15.0840082;3;4;False;0.2412014;224.5995;5.227293;9.906691;15;10;0.600000023841858;300;900;0.2
185.1370015;15.0759815;2;2;True;0.452489;134.0721;5.339396;9.906691;15;11;0.600000023841858;300;900;0.2
201.2527294;15.0955224;3;2;False;0.05089157;14.8969;5.825633;29.14897;15;1;0.600000023841858;300;900;0.2
217.3133102;15.0423814;1;1;True;-0.1494573;44.69071;5.282371;9.906697;15;0;0.600000023841858;300;900;0.2
229.7974096;11.4608856;4;4;True;0.7238305;44.91989;5.789205;46.85827;15;17;0.600000023841858;300;900;0.2
238.9256109;8.0984716;1;1;True;0.6811714;74.86649;5.477623;29.14898;15;16;0.600000023841858;300;900;0.2
247.2140858;7.2617525;3;3;True;0.6418652;74.86649;5.783628;29.14898;15;16;0.600000023841858;300;900;0.2
257.4607536;9.2099184;1;1;True;0.7780097;224.5995;5.22891;9.906685;15;17;0.600000023841858;300;900;0.2
269.1420993;10.6611075;3;3;True;0.6955116;44.91989;6.031994;46.85827;15;16;0.600000023841858;300;900;0.2
285.3069815;15.1431396;2;3;False;0.1547023;44.69071;5.392231;9.906697;15;1;0.600000023841858;300;900;0.2
301.4232269;15.094003;3;3;True;0.1701644;14.8969;5.222049;29.14897;15;3;0.600000023841858;300;900;0.2
308.8942751;6.4483024;1;1;True;0.709393;44.91989;5.603674;46.85827;15;16;0.600000023841858;300;900;0.2
315.7471636;5.829643;2;2;True;0.8721578;74.86649;5.904546;29.14898;15;15;0.600000023841858;300;900;0.2
324.6069384;7.8405391;1;1;True;0.6753632;44.69071;5.897108;29.14897;15;15;0.600000023841858;300;900;0.2
330.8812748;5.256104;1;1;True;0.859066;26.81442;5.970874;46.85827;15;16;0.600000023841858;300;900;0.2
347.0085509;15.0970109;4;4;True;-0.0325652;14.8969;5.899501;29.14897;15;2;0.600000023841858;300;900;0.2
363.0445816;15.0127849;4;4;True;0.4111692;44.69071;5.229747;9.906696;15;1;0.600000023841858;300;900;0.2
376.0334357;11.9716237;1;1;True;0.7630198;134.0721;5.379847;9.906704;15;16;0.600000023841858;300;900;0.2
392.1787608;15.1255879;4;4;True;0.7017524;26.81442;5.995193;46.85827;15;13;0.600000023841858;300;900;0.2
401.9193992;8.713883;1;1;True;0.6562682;26.81442;5.877885;46.85828;15;16;0.600000023841858;300;900;0.2
