Gameobject;Timestamp;rx;ry;w;corrWindow;corrFreq;corrMethod;eye
verticalCube1;0;0;0;300;900;0.3;Pearson;BothEyes
verticalCube2;0;0;0;300;900;0.3;Pearson;BothEyes
verticalCube3;0;0;0;300;900;0.3;Pearson;BothEyes
verticalCube1;0.4521931;0;0;300;900;0.3;Pearson;BothEyes
verticalCube2;0.4521931;0;0;300;900;0.3;Pearson;BothEyes
verticalCube3;0.4521931;0;0;300;900;0.3;Pearson;BothEyes
verticalCube1;0.751483;0.220114779278102;0;300;900;0.3;Pearson;BothEyes
verticalCube2;0.751483;0.780699358853251;0;300;900;0.3;Pearson;BothEyes
verticalCube3;0.751483;0.220113344771139;0;300;900;0.3;Pearson;BothEyes
verticalCube1;1.0532793;0.61599356081127;0;300;900;0.3;Pearson;BothEyes
verticalCube2;1.0532793;-0.615993451532082;0;300;900;0.3;Pearson;BothEyes
verticalCube3;1.0532793;0.615993568395829;0;300;900;0.3;Pearson;BothEyes
verticalCube1;1.3545743;-0.688720676483186;0;300;900;0.3;Pearson;BothEyes
verticalCube2;1.3545743;0.688720427699401;0;300;900;0.3;Pearson;BothEyes
verticalCube3;1.3545743;-0.688720390572396;0;300;900;0.3;Pearson;BothEyes
verticalCube1;1.6563706;0.958814860253711;0;300;900;0.3;Pearson;BothEyes
verticalCube2;1.6563706;-0.958814923343402;0;300;900;0.3;Pearson;BothEyes
verticalCube3;1.6563706;-0.958826573608736;0;300;900;0.3;Pearson;BothEyes
verticalCube1;1.9576661;-0.856216804358754;0;300;900;0.3;Pearson;BothEyes
verticalCube2;1.9576661;0.856238752869605;0;300;900;0.3;Pearson;BothEyes
verticalCube3;1.9576661;0.856238822173444;0;300;900;0.3;Pearson;BothEyes
verticalCube1;2.2594626;0.308277808042454;0;300;900;0.3;Pearson;BothEyes
verticalCube2;2.2594626;-0.308277745328822;0;300;900;0.3;Pearson;BothEyes
verticalCube3;2.2594626;-0.308277823375725;0;300;900;0.3;Pearson;BothEyes
verticalCube1;2.5607581;-0.963690035163964;0;300;900;0.3;Pearson;BothEyes
verticalCube2;2.5607581;0.963696115031598;0;300;900;0.3;Pearson;BothEyes
verticalCube3;2.5607581;0.963696132448318;0;300;900;0.3;Pearson;BothEyes
verticalCube1;2.8620526;-0.843137211169869;0;300;900;0.3;Pearson;BothEyes
verticalCube2;2.8620526;0.843148040550401;0;300;900;0.3;Pearson;BothEyes
verticalCube3;2.8620526;0.843148015986988;0;300;900;0.3;Pearson;BothEyes
verticalCube1;3.1643503;-0.995499956763846;0;300;900;0.3;Pearson;BothEyes
verticalCube2;3.1643503;0.995499928738901;0;300;900;0.3;Pearson;BothEyes
verticalCube3;3.1643503;0.995499937237804;0;300;900;0.3;Pearson;BothEyes
verticalCube1;3.4661466;0.769339035672886;0;300;900;0.3;Pearson;BothEyes
verticalCube2;3.4661466;-0.769339496877405;0;300;900;0.3;Pearson;BothEyes
verticalCube3;3.4661466;-0.769339309533963;0;300;900;0.3;Pearson;BothEyes
verticalCube1;3.7679431;0.737992432555865;0;300;900;0.3;Pearson;BothEyes
verticalCube2;3.7679431;-0.147083509448817;0;300;900;0.3;Pearson;BothEyes
verticalCube3;3.7679431;0.738144032412085;0;300;900;0.3;Pearson;BothEyes
verticalCube1;4.0692378;-0.19751981172762;0;300;900;0.3;Pearson;BothEyes
verticalCube2;4.0692378;0.197519316933346;0;300;900;0.3;Pearson;BothEyes
verticalCube3;4.0692378;-0.298327859688243;0;300;900;0.3;Pearson;BothEyes
verticalCube1;4.3710349;0.889182163151988;0;300;900;0.3;Pearson;BothEyes
verticalCube2;4.3710349;-0.889182394053087;0;300;900;0.3;Pearson;BothEyes
verticalCube3;4.3710349;-0.88918237219571;0;300;900;0.3;Pearson;BothEyes
verticalCube1;4.6723293;-0.757204379750266;0;300;900;0.3;Pearson;BothEyes
verticalCube2;4.6723293;0.757204303414194;0;300;900;0.3;Pearson;BothEyes
verticalCube3;4.6723293;0.757203804203943;0;300;900;0.3;Pearson;BothEyes
verticalCube1;4.9741261;-0.233607701568776;0;300;900;0.3;Pearson;BothEyes
verticalCube2;4.9741261;0.233607800100091;0;300;900;0.3;Pearson;BothEyes
verticalCube3;4.9741261;0.233607810011914;0;300;900;0.3;Pearson;BothEyes
