verticalCube1Timestamp;verticalCube1XPos;verticalCube1YPos;verticalCube1newCorr;verticalCube1smoothCorr
0;;;0;0
0.156;-2.342387;2;;
0.177;-2.342387;2;;
0.177;-2.342387;2;;
0.178;-2.342387;2;;
0.199;-2.342387;2;;
0.201;-2.342387;2;;
0.201;-2.342387;2;;
0.202;-2.342387;2;;
0.222;-2.342387;2;;
0.244;-2.342387;2;;
0.27;-2.342387;2;;
0.292;-2.342387;2;;
0.311;-2.342387;2;;
0.313;-2.342387;2;;
0.313;-2.342387;2;;
0.336;-2.342387;2;;
0.337;-2.342387;2;;
0.337;-2.342387;2;;
0.338;-2.342387;2;;
0.352;-2.342387;2;;
0.353;-2.342387;2;;
0.354;-2.342387;2;;
0.354;-2.342387;2;;
0.374;-2.342387;2;;
0.374;-2.342387;2;;
0.375;-2.342387;2;;
0.376;-2.342387;2;;
0.395;-2.342387;2;;
0.396;-2.342387;2;;
0.397;-2.342387;2;;
0.398;-2.342387;2;;
0.417;-2.342387;2;;
0.418;-2.342387;2;;
0.419;-2.342387;2;;
0.419;-2.342387;2;;
0.439;-2.342387;2;;
0.4521931;;;0;0
0.439;-2.342387;2;;
0.46;-2.310756;2;;
0.461;-2.310441;2;;
0.462;-2.310395;2;;
0.482;-1.755537;2;;
0.483;-1.749956;2;;
0.484;-1.748859;2;;
0.505;-1.725749;2;;
0.506;-1.7118;2;;
0.529;-1.673104;2;;
0.53;-1.672795;2;;
0.531;-1.672697;2;;
0.551;-1.637695;2;;
0.552;-1.637367;2;;
0.552;-1.637314;2;;
0.573;-1.601866;2;;
0.574;-1.601517;2;;
0.596;-1.565412;2;;
0.598;-1.565006;2;;
0.62;-1.529937;2;;
0.64;-1.494402;2;;
0.642;-1.494017;2;;
0.662;-1.458515;2;;
0.664;-1.458081;2;;
0.684;-1.440734;2;;
0.686;-1.440547;2;;
0.686;-1.440541;2;;
0.707;-1.381092;2;;
0.708;-1.380186;2;;
0.709;-1.379814;2;;
0.71;-1.379706;2;;
0.729;-1.369057;2;;
0.73;-1.356192;2;;
0.731;-1.352712;2;;
0.731;-1.352175;2;;
0.751483;;;0.110057389639051;0.0366857965463503
0.752;-1.316166;2;;
0.752;-1.316156;2;;
0.753;-1.315802;2;;
0.754;-1.315749;2;;
0.774;-1.280626;2;;
0.775;-1.280288;2;;
0.797;-1.2442;2;;
0.797;-1.2442;2;;
0.798;-1.2442;2;;
0.819;-1.208953;2;;
0.82;-1.208622;2;;
0.821;-1.208531;2;;
0.822;-1.208531;2;;
0.841;-1.172594;2;;
0.842;-1.172188;2;;
0.843;-1.172133;2;;
0.864;-1.137881;2;;
0.864;-1.137837;2;;
0.865;-1.137463;2;;
0.865;-1.137463;2;;
0.885;-1.11922;2;;
0.886;-1.104884;2;;
0.887;-1.10158;2;;
0.887;-1.10158;2;;
0.907;-1.0834;2;;
0.908;-1.083214;2;;
0.909;-1.068607;2;;
0.91;-1.066308;2;;
0.929;-1.046999;2;;
0.93;-1.04679;2;;
0.931;-1.034143;2;;
0.932;-1.030833;2;;
0.951;-1.012099;2;;
0.952;-1.01191;2;;
0.952;-1.011878;2;;
0.972;-0.9763995;2;;
0.973;-0.9759511;2;;
0.973;-0.9759511;2;;
0.974;-0.9759511;2;;
0.993;-0.9410506;2;;
0.994;-0.9405989;2;;
0.995;-0.9405989;2;;
0.995;-0.9405989;2;;
1.015;-0.9040726;2;;
1.016;-0.9040726;2;;
1.016;-0.9040726;2;;
1.017;-0.9040726;2;;
1.036;-0.8698243;2;;
1.045;-0.8514749;2;;
1.046;-0.8511327;2;;
1.047;-0.8510196;2;;
1.0532793;;;0.307996780405635;0.139351390014895
1.058;-0.8289639;2;;
1.059;-0.8286213;2;;
1.059;-0.8285974;2;;
1.08;-0.7980381;2;;
1.08;-0.797932;2;;
1.101;-0.7623134;2;;
1.102;-0.7620079;2;;
1.103;-0.7619234;2;;
1.123;-0.7267296;2;;
1.145;-0.6907606;2;;
1.146;-0.6903464;2;;
1.147;-0.6903464;2;;
1.147;-0.6903464;2;;
1.147;-0.6903464;2;;
1.168;-0.6505859;2;;
1.168;-0.6504495;2;;
1.169;-0.649748;2;;
1.17;-0.6496468;2;;
1.191;-0.6206279;2;;
1.192;-0.6196268;2;;
1.195;-0.6180151;2;;
1.195;-0.6179292;2;;
1.216;-0.5835776;2;;
1.216;-0.5833117;2;;
1.217;-0.5831879;2;;
1.218;-0.5831711;2;;
1.238;-0.5481192;2;;
1.239;-0.5478159;2;;
1.239;-0.5476693;2;;
1.24;-0.5476693;2;;
1.26;-0.5120628;2;;
1.282;-0.4759825;2;;
1.303;-0.4406104;2;;
1.324;-0.4048583;2;;
1.325;-0.4044984;2;;
1.346;-0.3690552;2;;
1.347;-0.3686967;2;;
1.3545743;;;-0.344360338241593;0.024564610601031
1.367;-0.3331531;2;;
1.368;-0.3328057;2;;
1.395;-0.2976336;2;;
1.396;-0.2971123;2;;
1.409;-0.2689948;2;;
1.411;-0.2607838;2;;
1.431;-0.244043;2;;
1.452;-0.207951;2;;
1.453;-0.207651;2;;
1.473;-0.1725049;2;;
1.473;-0.1723463;2;;
1.474;-0.1721084;2;;
1.495;-0.1361563;2;;
1.496;-0.1358045;2;;
1.517;-0.1006558;2;;
1.539;-0.06557772;2;;
1.54;-0.06489251;2;;
1.56;-0.02971276;2;;
1.583;0.006000269;2;;
1.584;0.006307699;2;;
1.605;0.04205159;2;;
1.606;0.04241717;2;;
1.607;0.04246985;2;;
1.63;0.07302314;2;;
1.631;0.07810005;2;;
1.635;0.09621184;2;;
1.652;0.113103;2;;
1.652;0.1132002;2;;
1.654;0.1137777;2;;
1.6563706;;;0.479407430126856;0.147681290763633
1.652;0.113103;2;;
1.652;0.1132002;2;;
1.654;0.1137777;2;;
1.674;0.1490563;2;;
1.675;0.1494179;2;;
1.696;0.184855;2;;
1.697;0.1851735;2;;
1.698;0.1852553;2;;
1.699;0.1852727;2;;
1.7;0.1961722;2;;
1.718;0.2207098;2;;
1.719;0.2209721;2;;
1.719;0.2210168;2;;
1.72;0.2210495;2;;
1.74;0.2560397;2;;
1.741;0.2565249;2;;
1.742;0.2568416;2;;
1.742;0.2568961;2;;
1.769;0.3096219;2;;
1.77;0.3101783;2;;
1.771;0.310595;2;;
1.772;0.310595;2;;
1.782;0.3291016;2;;
1.783;0.3299794;2;;
1.785;0.3304327;2;;
1.785;0.3304327;2;;
1.804;0.3636113;2;;
1.805;0.3639618;2;;
1.806;0.3640201;2;;
1.806;0.3640218;2;;
1.826;0.3993123;2;;
1.826;0.3994094;2;;
1.827;0.3996973;2;;
1.828;0.3997441;2;;
1.847;0.4350035;2;;
1.848;0.4353815;2;;
1.849;0.4354432;2;;
1.87;0.4707878;2;;
1.871;0.4711014;2;;
1.891;0.5053805;2;;
1.893;0.5065222;2;;
1.913;0.5423424;2;;
1.914;0.5427229;2;;
1.936;0.5781685;2;;
1.9576661;;;-0.428108402179377;-0.0976871034313714
1.957;0.6139178;2;;
1.958;0.6139363;2;;
1.979;0.6318328;2;;
1.98;0.6474727;2;;
1.981;0.6495866;2;;
2.002;0.6676647;2;;
2.003;0.6821819;2;;
2.004;0.6856948;2;;
2.025;0.7213243;2;;
2.026;0.7213243;2;;
2.027;0.7213243;2;;
2.047;0.7398102;2;;
2.048;0.7523952;2;;
2.049;0.7563624;2;;
2.05;0.7569163;2;;
2.069;0.7745138;2;;
2.07;0.7895997;2;;
2.071;0.7919055;2;;
2.092;0.8282765;2;;
2.093;0.8286342;2;;
2.096;0.8286988;2;;
2.097;0.8287047;2;;
2.118;0.8644665;2;;
2.127;0.881636;2;;
2.128;0.8820465;2;;
2.138;0.9026525;2;;
2.139;0.9031749;2;;
2.14;0.9031749;2;;
2.161;0.9349653;2;;
2.162;0.9357178;2;;
2.164;0.9360345;2;;
2.166;0.9360931;2;;
2.185;0.9708186;2;;
2.186;0.9714661;2;;
2.187;0.9716495;2;;
2.208;1.006566;2;;
2.209;1.007248;2;;
2.21;1.007406;2;;
2.23;1.042585;2;;
2.231;1.042953;2;;
2.252;1.078392;2;;
2.253;1.078747;2;;
