circularCube3Timestamp;circularCube3XPos;circularCube3YPos;circularCube3newCorr;circularCube3smoothCorr
0;;;0;0
0.3724875;;;0;0
0.6757921;;;0;0
0.9770905;;;0;0
1.2788908;;;0;0
1.5801976;;;0;0
1.8819977;;;0;0
2.1842998;;;0;0
2.229;-1.977002;-0.30243;;
2.23;-1.977002;-0.30243;;
2.247;-1.979527;-0.2854369;;
2.248;-1.979527;-0.2854369;;
2.27;-1.984405;-0.249274;;
2.271;-1.984405;-0.249274;;
2.291;-1.989216;-0.2074133;;
2.312;-1.991822;-0.1806819;;
2.313;-1.991822;-0.1806819;;
2.313;-1.991822;-0.1806819;;
2.314;-1.991822;-0.1806819;;
2.314;-1.991822;-0.1806819;;
2.315;-1.991822;-0.1806819;;
2.334;-1.99464;-0.1462695;;
2.335;-1.99467;-0.1459092;;
2.364;-1.997727;-0.09485723;;
2.366;-1.997794;-0.09373876;;
2.367;-1.99781;-0.09346242;;
2.369;-1.997828;-0.09315835;;
2.37;-1.997831;-0.09312451;;
2.378;-1.998547;-0.07615606;;
2.379;-1.998564;-0.07576667;;
2.379;-1.998565;-0.07573076;;
2.4;-1.999561;-0.04154551;;
2.402;-1.999581;-0.04086736;;
2.403;-1.999585;-0.0407244;;
2.404;-1.999585;-0.0407244;;
2.423;-1.999859;-0.02359528;;
2.424;-1.999946;-0.01182542;;
2.424;-1.999967;-0.008888826;;
2.425;-1.999988;-0.006100093;;
2.426;-1.999991;-0.005668607;;
2.445;-1.999964;0.01189813;;
2.445;-1.999963;0.01213304;;
2.446;-1.999963;0.01213304;;
2.468;-1.999471;0.04557921;;
2.47;-1.998417;0.07955324;;
2.471;-1.998417;0.07955324;;
2.4850967;;;-0.047440746759272;-0.0158135822530907
2.489;-1.997058;0.1083882;;
2.489;-1.997047;0.1086262;;
2.511;-1.995489;0.1342165;;
2.512;-1.995476;0.1344465;;
2.533;-1.992851;0.1689061;;
2.534;-1.992825;0.1692502;;
2.556;-1.989571;0.2039406;;
2.557;-1.989542;0.2042588;;
2.578;-1.987685;0.2215948;;
2.579;-1.98562;0.2393982;;
2.602;-1.979987;0.2822286;;
2.602;-1.979987;0.2822286;;
2.623;-1.976097;0.3082766;;
2.623;-1.976075;0.3084214;;
2.624;-1.976049;0.3085917;;
2.644;-1.970366;0.3429932;;
2.646;-1.970304;0.3433661;;
2.667;-1.964006;0.377714;;
2.675;-1.963934;0.3781053;;
2.69;-1.957158;0.4117198;;
2.691;-1.957069;0.4121615;;
2.712;-1.949561;0.4463136;;
2.712;-1.949504;0.4465762;;
2.734;-1.945543;0.4635276;;
2.736;-1.945505;0.4636933;;
2.758;-1.930297;0.5233644;;
2.759;-1.930174;0.5238467;;
2.76;-1.930136;0.5239941;;
2.779;-1.923326;0.5484616;;
2.78;-1.923253;0.5487239;;
2.7863955;;;0.969804466830559;0.307454573357096
2.758;-1.930297;0.5233644;;
2.759;-1.930174;0.5238467;;
2.76;-1.930136;0.5239941;;
2.779;-1.923326;0.5484616;;
2.78;-1.923253;0.5487239;;
2.801;-1.913417;0.5820819;;
2.802;-1.913321;0.5824078;;
2.824;-1.902665;0.6163316;;
2.824;-1.902665;0.6163316;;
2.846;-1.891924;0.6485457;;
2.847;-1.891829;0.6488283;;
2.847;-1.891813;0.6488766;;
2.89;-1.874114;0.6983413;;
2.892;-1.87406;0.6984915;;
2.916;-1.861501;0.731301;;
2.918;-1.861396;0.7315757;;
2.919;-1.848895;0.7624968;;
2.942;-1.835783;0.7936528;;
2.943;-1.835683;0.7938921;;
2.943;-1.835638;0.7939993;;
2.964;-1.832021;0.8023083;;
2.965;-1.83199;0.8023803;;
2.986;-1.827727;0.8120441;;
2.986;-1.827727;0.8120441;;
3.006;-1.798276;0.8752952;;
3.028;-1.782417;0.9071787;;
3.036;-1.78225;0.9075154;;
3.05;-1.766402;0.9379778;;
3.05;-1.766236;0.9382976;;
3.0881971;;;-0.852685765731585;0.0232259847799005
3.006;-1.798276;0.8752952;;
3.028;-1.782417;0.9071787;;
3.036;-1.78225;0.9075154;;
3.05;-1.766402;0.9379778;;
3.05;-1.766236;0.9382976;;
3.111;-1.714718;1.029394;;
3.113;-1.714357;1.030033;;
3.114;-1.714316;1.030105;;
3.133;-1.696248;1.059588;;
3.135;-1.696043;1.059922;;
3.155;-1.677374;1.089221;;
3.222;-1.612586;1.183012;;
3.286;-1.564387;1.246061;;
3.3894983;;;0.327825311569731;0.148314670889568
3.421;-1.42487;1.403447;;
3.431;-1.413188;1.415229;;
3.432;-1.412435;1.415988;;
3.433;-1.412318;1.416106;;
3.434;-1.4123;1.416124;;
3.442;-1.400226;1.428061;;
3.443;-1.399842;1.428441;;
3.444;-1.399842;1.428441;;
3.463;-1.372579;1.454651;;
3.463;-1.372348;1.454873;;
3.464;-1.372237;1.454979;;
3.465;-1.372222;1.454994;;
3.486;-1.349141;1.476417;;
3.486;-1.349137;1.476421;;
3.487;-1.348914;1.476627;;
3.488;-1.348877;1.476662;;
3.507;-1.323037;1.499852;;
3.508;-1.322803;1.500063;;
3.508;-1.322698;1.500157;;
3.509;-1.322698;1.500157;;
3.528;-1.296445;1.522897;;
3.529;-1.296163;1.523141;;
3.53;-1.296118;1.52318;;
3.53;-1.296113;1.523185;;
3.55;-1.269735;1.545237;;
3.55;-1.269399;1.545518;;
3.551;-1.269399;1.545518;;
3.552;-1.269399;1.545518;;
3.571;-1.242355;1.567334;;
3.572;-1.242092;1.567546;;
3.573;-1.242025;1.567601;;
3.573;-1.242014;1.56761;;
3.592;-1.214685;1.588876;;
3.593;-1.214387;1.589107;;
3.594;-1.214343;1.589141;;
3.595;-1.214329;1.589152;;
3.614;-1.186631;1.609935;;
3.615;-1.186347;1.610149;;
3.616;-1.186262;1.610212;;
3.616;-1.186262;1.610212;;
3.637;-1.158203;1.630507;;
3.638;-1.157939;1.630697;;
3.639;-1.157882;1.630738;;
3.64;-1.15787;1.630747;;
3.659;-1.129166;1.650748;;
3.66;-1.128787;1.651012;;
3.66;-1.128787;1.651012;;
3.661;-1.128787;1.651012;;
3.681;-1.100224;1.670177;;
3.682;-1.099982;1.670339;;
3.683;-1.099904;1.670392;;
3.683;-1.0999;1.670395;;
3.6913001;;;-0.180762560421189;-0.235207671527681
3.681;-1.100224;1.670177;;
3.682;-1.099982;1.670339;;
