circularCube2Timestamp;circularCube2XPos;circularCube2YPos;circularCube2newCorr;circularCube2smoothCorr
0;;;0;0
0.3504289;;;0;0
0.6592481;;;0;0
0.9695712;;;0;0
1.2713708;;;0;0
1.5726697;;;0;0
1.8764753;;;0;0
2.1873067;;;0;0
2.203;1.413138;1.415288;;
2.206;1.413138;1.415288;;
2.222;1.437625;1.390408;;
2.223;1.437625;1.390408;;
2.225;1.437625;1.390408;;
2.244;1.462031;1.364722;;
2.266;1.48571;1.338899;;
2.267;1.485933;1.338657;;
2.268;1.485966;1.338621;;
2.268;1.485971;1.338614;;
2.269;1.485977;1.338609;;
2.27;1.485977;1.338609;;
2.288;1.508683;1.312958;;
2.29;1.508956;1.31265;;
2.291;1.508994;1.312607;;
2.312;1.532065;1.285604;;
2.312;1.532065;1.285604;;
2.313;1.532065;1.285604;;
2.314;1.532065;1.285604;;
2.334;1.553898;1.259127;;
2.334;1.553898;1.259127;;
2.335;1.553898;1.259127;;
2.336;1.553898;1.259127;;
2.337;1.553898;1.259127;;
2.356;1.575367;1.232147;;
2.378;1.596674;1.20441;;
2.38;1.597058;1.20391;;
2.381;1.597124;1.203825;;
2.382;1.597152;1.203788;;
2.382;1.597154;1.203785;;
2.383;1.597164;1.203772;;
2.384;1.597164;1.203772;;
2.401;1.61908;1.17413;;
2.402;1.61908;1.17413;;
2.424;1.638868;1.146346;;
2.424;1.638868;1.146346;;
2.425;1.638868;1.146346;;
2.426;1.638868;1.146346;;
2.426;1.638868;1.146346;;
2.447;1.658722;1.117426;;
2.447;1.658722;1.117426;;
2.448;1.658722;1.117426;;
2.449;1.658722;1.117426;;
2.45;1.658722;1.117426;;
2.469;1.677517;1.088978;;
2.47;1.677879;1.08843;;
2.4896083;;;0.0611513921186018;0.0203837973728673
2.49;1.69666;1.058929;;
2.491;1.696855;1.058622;;
2.492;1.696891;1.058566;;
2.493;1.696891;1.058566;;
2.494;1.696891;1.058566;;
2.494;1.696891;1.058566;;
2.512;1.715159;1.028694;;
