circularCube3Timestamp;circularCube3XPos;circularCube3YPos;circularCube3newCorr;circularCube3smoothCorr
0;;;0;0
0.3599543;;;0;0
0.6662668;;;0;0
0.9680667;;;0;0
1.2688643;;;0;0
1.5706644;;;0;0
1.8724652;;;0;0
2.156;1.820793;-0.8274732;;
2.1747671;;;0;0
2.176;1.806028;-0.8592217;;
2.177;1.806028;-0.8592217;;
2.198;1.790046;-0.8920401;;
2.199;1.790046;-0.8920401;;
2.219;1.774891;-0.9218255;;
2.22;1.774891;-0.9218255;;
2.241;1.766556;-0.9376989;;
2.242;1.766556;-0.9376989;;
2.264;1.736078;-0.9929927;;
2.265;1.736078;-0.9929927;;
2.266;1.736078;-0.9929927;;
2.284;1.732926;-0.9984815;;
2.285;1.732867;-0.998585;;
2.286;1.732845;-0.9986225;;
2.286;1.727534;-1.007739;;
2.305;1.71478;-1.02933;;
2.306;1.714649;-1.029552;;
2.307;1.714619;-1.029602;;
2.327;1.696604;-1.059018;;
2.328;1.696377;-1.059389;;
2.329;1.696377;-1.059389;;
2.33;1.696377;-1.059389;;
2.348;1.67803;-1.088202;;
2.349;1.677598;-1.08888;;
2.35;1.67754;-1.088971;;
2.351;1.677525;-1.088995;;
2.371;1.658127;-1.118308;;
2.372;1.658127;-1.118308;;
2.372;1.658127;-1.118308;;
2.392;1.63878;-1.146461;;
2.392;1.638581;-1.14675;;
2.394;1.638291;-1.147172;;
2.394;1.638291;-1.147172;;
2.414;1.628197;-1.161452;;
2.416;1.619161;-1.174005;;
2.417;1.618299;-1.175204;;
2.418;1.618145;-1.175417;;
2.438;1.59113;-1.211726;;
2.439;1.590875;-1.212068;;
2.439;1.590834;-1.212123;;
2.44;1.590799;-1.212171;;
2.441;1.590791;-1.212182;;
2.46;1.57626;-1.231011;;
2.461;1.576059;-1.231272;;
2.461;1.575958;-1.231403;;
2.4755639;;;-0.751827756826282;-0.250609252275427
2.482;1.554346;-1.258569;;
2.484;1.554122;-1.25885;;
2.485;1.554099;-1.258879;;
2.486;1.554093;-1.258886;;
2.505;1.531881;-1.285817;;
2.506;1.531656;-1.286089;;
2.507;1.531593;-1.286166;;
2.508;1.531593;-1.286166;;
2.509;1.531593;-1.286166;;
2.527;1.508681;-1.312967;;
2.527;1.508681;-1.312967;;
2.528;1.508681;-1.312967;;
2.548;1.48577;-1.338832;;
2.549;1.485541;-1.339092;;
2.55;1.485502;-1.339135;;
2.55;1.485501;-1.339136;;
2.571;1.46191;-1.364846;;
2.572;1.46171;-1.365064;;
2.573;1.461649;-1.36513;;
2.573;1.461643;-1.365137;;
2.592;1.438142;-1.389867;;
2.593;1.437917;-1.390105;;
2.593;1.437886;-1.390137;;
2.594;1.437837;-1.390189;;
2.614;1.413996;-1.414411;;
2.615;1.413418;-1.414998;;
2.616;1.412905;-1.415519;;
2.617;1.412825;-1.4156;;
2.634;1.388328;-1.439622;;
2.635;1.387862;-1.440079;;
2.636;1.387625;-1.440311;;
2.638;1.387625;-1.440311;;
2.657;1.362192;-1.464388;;
2.657;1.362192;-1.464388;;
2.658;1.362192;-1.464388;;
2.659;1.362192;-1.464388;;
2.678;1.33711;-1.48732;;
2.679;1.336852;-1.487556;;
2.679;1.336808;-1.487596;;
2.68;1.336784;-1.487619;;
2.699;1.310803;-1.510556;;
2.7;1.310518;-1.510808;;
2.701;1.310467;-1.510853;;
2.702;1.310467;-1.510853;;
2.723;1.284158;-1.533267;;
2.724;1.283782;-1.533587;;
2.724;1.283612;-1.533733;;
2.725;1.283535;-1.533798;;
2.747;1.261209;-1.552154;;
2.751;1.259004;-1.553967;;
2.757;1.256788;-1.555789;;
2.758;1.246894;-1.563708;;
2.766;1.229722;-1.577255;;
2.767;1.228778;-1.578;;
2.7778658;;;-0.0228124831791778;-0.258213413335153
2.945;0.9962345;-1.734124;;
2.946;0.995814;-1.734406;;
2.947;0.9954835;-1.734628;;
2.966;0.9809061;-1.742931;;
2.968;0.9805146;-1.743154;;
2.989;0.9393373;-1.765663;;
2.991;0.9380654;-1.766359;;
2.992;0.923228;-1.774132;;
3.012;0.9009392;-1.785581;;
3.013;0.9007034;-1.785702;;
3.034;0.8865468;-1.792772;;
